,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.17,0.33,0.34,0.29,0.18,0.25,0.2,0.28,0.3,0.13,0.53,0.08,0.41,0.16,0.31,0.12,0.32,0.18,0.26,0.36
cornerstone.csv,0.15,0.1,0.02,0.07,0.0,0.05,0.08,0.1,0.01,0.0,0.36,0.22,0.02,0.08,0.0,0.12,0.11,0.34,0.03,0.02
emeraldemu.csv,0.27,0.22,0.49,0.66,0.09,0.12,0.15,0.22,0.06,0.23,0.6,0.03,0.04,0.0,0.03,0.0,0.11,0.0,0.15,0.07
grafx2.csv,0.39,0.44,0.36,0.34,0.18,0.31,0.42,0.28,0.29,0.19,0.6,0.47,0.37,0.16,0.53,0.19,0.54,0.29,0.2,0.36
jahshakafx.csv,0.27,0.28,0.55,0.35,0.09,0.11,0.22,0.47,0.23,0.13,0.51,0.03,0.15,0.11,0.25,0.12,0.35,0.45,0.29,0.16
kindb.csv,0.36,0.34,0.6,0.4,0.27,0.31,0.48,0.48,0.54,0.09,0.79,0.09,0.46,0.05,0.22,0.12,0.42,0.0,0.4,0.41
maya-work-in-progress.csv,0.67,0.34,0.38,0.14,0.73,0.52,0.62,0.65,0.7,0.19,0.81,0.73,0.74,0.84,0.75,0.69,0.65,0.84,0.79,0.48
netatalk.csv,0.56,0.76,0.56,0.96,0.45,0.36,0.7,0.6,0.63,0.66,0.87,0.18,0.37,0.21,0.41,0.38,0.68,0.18,0.53,0.41
novembre.csv,0.14,0.28,0.22,0.22,0.0,0.19,0.22,0.28,0.45,0.15,0.3,0.38,0.0,0.13,0.38,0.19,0.15,0.45,0.2,0.18
ns-3.csv,0.46,0.33,0.44,0.25,0.18,0.47,0.88,0.61,0.48,0.45,0.32,0.97,0.72,0.97,0.69,1.0,0.73,1.0,0.92,0.61
nullc.csv,0.41,0.92,1.0,0.95,0.0,0.37,0.5,0.41,0.61,0.04,0.66,0.19,0.57,0.37,0.34,0.44,0.72,0.42,0.38,0.36
open-beos.csv,0.37,0.42,0.3,0.49,0.18,0.27,0.48,0.54,0.25,0.09,0.28,0.85,0.5,0.61,0.25,0.94,0.45,0.71,0.45,0.32
pixel-commandos.csv,0.01,0.6,0.29,0.52,0.0,0.07,0.08,0.09,0.04,0.02,0.15,0.03,0.02,0.24,0.19,0.12,0.15,0.16,0.07,0.07
planeshift.csv,0.94,0.93,0.84,0.99,0.82,0.53,0.82,0.59,0.73,0.53,0.55,0.73,0.28,0.29,0.41,0.44,0.86,0.79,0.66,0.73
plee-the-bear.csv,0.31,0.2,0.23,0.05,0.55,0.52,0.57,0.73,0.59,0.19,0.6,0.46,0.54,0.68,0.38,0.44,0.39,0.61,0.74,0.43
reaper-ecad.csv,0.12,0.1,0.12,0.22,0.0,0.01,0.05,0.09,0.02,0.02,0.11,0.0,0.07,0.0,0.03,0.0,0.11,0.0,0.01,0.0
sbml.csv,0.48,0.41,0.56,0.63,0.18,0.4,0.8,0.73,0.39,0.79,0.68,0.65,0.67,0.18,0.22,0.44,0.35,0.55,0.64,0.23
unimrcp.csv,0.61,0.44,0.35,0.48,0.18,0.27,0.68,0.31,0.26,0.23,0.96,0.27,0.33,0.05,0.16,0.06,0.56,0.13,0.3,0.23
unladen-swallow.csv,0.08,0.19,0.17,0.05,0.09,0.13,0.5,0.32,0.24,0.09,0.13,0.31,0.3,0.13,0.12,0.25,0.23,0.34,0.34,0.09
xmoto.csv,0.39,0.41,0.35,0.02,0.18,0.55,0.5,0.34,0.42,0.28,0.47,0.36,0.28,0.24,0.62,0.69,0.39,0.97,0.46,0.25
