,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.33,0.43,0.56,0.54,0.45,0.48,0.77,0.92
aime.csv,0.4,0.44,0.58,0.67,0.48,0.92,0.99,0.0
badtrinitycore.csv,0.0,0.5,0.65,0.66,0.48,0.47,0.73,0.95
electric-core.csv,0.31,0.45,0.6,0.44,0.47,0.48,0.46,0.44
geochat.csv,0.5,0.44,0.45,0.69,0.95,0.8,0.92,0.67
mumble.csv,0.3,0.44,0.54,0.94,0.39,0.45,0.82,0.5
olsrd.csv,0.33,0.31,0.52,0.53,0.38,0.41,0.48,0.55
t-2.csv,0.56,0.5,0.57,0.48,0.49,0.48,0.76,0.51
