,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.78,0.84,0.38,0.23,0.24,0.38,0.08,0.17
aime.csv,0.49,0.77,0.13,0.0,0.33,0.5,0.08,0.0
badtrinitycore.csv,0.0,0.5,0.31,0.36,0.19,0.47,0.22,0.35
electric-core.csv,0.57,0.82,0.43,0.18,0.19,0.32,0.15,0.24
geochat.csv,0.54,0.77,0.14,0.03,0.14,0.4,0.23,0.42
mumble.csv,0.54,0.78,0.15,0.31,0.27,0.64,0.12,0.28
olsrd.csv,0.6,0.93,0.28,0.19,0.21,0.38,0.13,0.29
t-2.csv,0.56,0.85,0.2,0.12,0.15,0.36,0.34,0.25
