,openwbem.csv,x-ray-mule.csv,cleartk.csv,log4net.csv,opensim4opencog.csv,ofbiz.csv,ibatisdb.csv,power-architect.csv
cleartk.csv,0.58,0.71,0.39,0.53,0.52,0.4,0.47,0.34
ibatisdb.csv,0.67,0.75,0.8,0.78,0.64,0.95,0.6,0.4
log4net.csv,0.82,0.59,0.94,0.95,0.67,0.97,0.7,0.57
ofbiz.csv,0.56,0.57,0.45,0.43,0.49,0.45,0.53,0.47
opensim4opencog.csv,0.43,0.34,0.41,0.38,0.5,0.45,0.58,0.36
openwbem.csv,0.45,0.5,0.57,0.55,0.73,0.66,0.47,0.52
power-architect.csv,0.52,0.44,0.4,0.47,0.43,0.43,0.49,0.43
x-ray-mule.csv,0.8,0.69,0.45,0.68,0.97,0.5,0.88,0.89
