,openwbem.csv,x-ray-mule.csv,cleartk.csv,log4net.csv,opensim4opencog.csv,ofbiz.csv,ibatisdb.csv,power-architect.csv
cleartk.csv,0.48,0.3,0.92,0.07,0.22,0.63,0.34,0.87
ibatisdb.csv,0.4,0.12,0.33,0.08,0.18,0.15,0.74,0.5
log4net.csv,0.29,0.38,0.25,0.27,0.22,0.24,0.16,0.43
ofbiz.csv,0.48,0.81,0.61,0.06,0.22,0.77,0.27,0.56
opensim4opencog.csv,0.55,0.54,0.65,0.07,0.33,0.73,0.22,0.62
openwbem.csv,0.55,0.21,0.49,0.03,0.2,0.42,0.42,0.52
power-architect.csv,0.5,0.74,0.87,0.03,0.22,0.56,0.45,0.87
x-ray-mule.csv,0.32,0.85,0.82,0.0,0.18,0.7,0.05,0.33
