,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.33,0.17,0.34,0.3,0.45,0.68,0.02,0.0,0.0,0.13,0.34,0.02,0.35,0.46
crux-framework.csv,0.42,0.49,0.29,0.25,0.06,0.4,0.46,0.16,0.55,0.13,0.33,0.27,0.97,0.09
etherboot.csv,0.07,0.31,0.0,0.04,0.56,0.23,0.24,0.5,0.13,0.13,0.07,0.0,0.52,0.13
freebios.csv,0.43,0.17,0.28,0.5,0.47,0.13,0.78,0.33,0.48,0.43,0.43,0.23,0.62,0.13
gebr.csv,0.05,0.27,0.38,0.63,0.59,0.3,0.38,0.66,0.37,0.23,0.38,0.59,0.0,0.0
gnukeda.csv,0.43,0.59,0.4,0.74,0.47,0.64,0.38,0.58,0.52,0.42,0.21,0.21,0.48,0.24
google-gears.csv,0.74,0.52,0.55,0.52,0.44,0.0,0.28,0.21,0.09,0.47,0.72,0.56,0.74,0.35
gstreamer.csv,0.6,0.26,0.35,0.6,0.52,0.5,0.42,0.56,0.53,0.54,0.62,0.72,0.24,0.0
jnode.csv,0.12,0.36,0.81,0.37,0.0,0.0,0.15,0.27,0.0,0.06,0.12,0.04,0.0,0.0
metacosm.csv,0.33,0.51,0.57,0.45,0.17,0.4,0.21,0.43,0.49,0.61,0.3,0.42,0.67,0.75
openmeetings.csv,0.59,0.92,0.67,0.21,0.67,0.66,0.15,0.47,0.66,0.25,0.38,0.44,0.37,0.6
pgui.csv,0.55,0.35,0.0,0.54,0.61,0.53,0.28,0.61,0.72,0.5,0.63,0.0,0.05,0.0
tradelink.csv,0.34,0.35,0.54,0.53,0.4,0.34,0.51,0.66,0.41,0.73,0.4,0.51,0.42,0.47
wxcrp.csv,0.56,0.29,0.38,0.47,0.13,0.53,0.5,0.5,0.6,0.7,0.57,0.69,0.32,0.38
