,recall,precision,pf,wins
abbot.csv,0.82,0.425,0.7,239
acdk.csv,0.44,0.52,0.24,598
acegisecurity.csv,0.635,0.44,0.48,410
adaptagrams.csv,0.39,0.5,0.22,587
adonthell.csv,0.52,0.39,0.48,224
agilitybook.csv,0.425,0.4,0.39,266
aime.csv,0.305,0.345,0.28,233
alembik.csv,0.27,0.56,0.13,611
algebsql.csv,0.38,0.335,0.51,44
all-plasm.csv,0.33,0.42,0.29,351
alleg.csv,0.5,0.4,0.42,291
alpine.csv,0.73,0.41,0.605,262
alsa.csv,0.67,0.45,0.5,426
amanda.csv,0.55,0.45,0.41,439
amateur-scrolls.csv,0.2,0.345,0.15,309
ambulant.csv,0.65,0.4,0.64,150
amygdala.csv,0.4,0.41,0.37,282
anaxagora.csv,0.62,0.43,0.48,373
apertium.csv,0.33,0.4,0.29,314
apolloplayer.csv,0.57,0.42,0.435,378
applet2app.csv,0.575,0.5,0.35,578
arcallians.csv,0.67,0.445,0.51,409
archive-crawler.csv,0.43,0.42,0.365,334
arianne.csv,0.95,0.38,0.93,51
arm-webradio.csv,0.41,0.41,0.37,293
array4j.csv,0.58,0.36,0.62,82
arsenal-1.csv,0.25,0.48,0.17,524
atlc.csv,0.69,0.39,0.68,136
atomsite.csv,0.72,0.42,0.65,216
atunes.csv,0.6,0.43,0.47,371
aubit4gl.csv,0.14,0.39,0.13,355
aufs.csv,0.27,0.33,0.25,223
autat.csv,0.29,0.48,0.18,539
autofac.csv,0.58,0.45,0.44,426
autoopencas.csv,0.3,0.28,0.45,15
autowikibrowser.csv,0.67,0.46,0.48,470
avifile.csv,0.45,0.36,0.5,119
avisynth2.csv,0.03,0.29,0.02,254
awemud.csv,0.57,0.46,0.39,492
aztec.csv,0.365,0.5,0.21,580
azureus.csv,0.855,0.4,0.805,129
baadengine.csv,0.89,0.415,0.77,204
bacnet.csv,0.46,0.45,0.33,468
bacula.csv,0.73,0.42,0.6,284
badtrinity-zero.csv,0.45,0.44,0.33,445
badtrinitycore.csv,0.35,0.44,0.26,449
barracudamvc.csv,0.93,0.36,0.97,10
bdbbasic.csv,0.46,0.41,0.36,365
beast-mcmc.csv,0.74,0.46,0.58,398
benojt.csv,1.0,0.38,1.0,22
betoffice.csv,0.71,0.33,0.83,2
bibedt.csv,0.54,0.45,0.39,460
bibletime.csv,0.7,0.43,0.54,368
bigdata.csv,0.44,0.41,0.38,306
biodwh.csv,0.31,0.515,0.16,597
biopax.csv,1.0,0.38,1.0,22
bl-toolkit.csv,0.7,0.38,0.71,92
blogentis.csv,0.52,0.37,0.64,46
bloodycore.csv,0.2,0.4,0.18,356
blue-c.csv,0.76,0.43,0.64,275
bnetd.csv,0.77,0.395,0.7,168
bochs.csv,0.715,0.39,0.62,212
boost-sandbox.csv,0.56,0.37,0.56,143
boost.csv,0.61,0.46,0.44,470
botsnscouts.csv,0.62,0.475,0.42,518
brlcad.csv,0.29,0.47,0.18,532
