,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,99.0,198.0,91.5,195.0,95.5,99.0,196.0,390.0,85.5,295.0,288.0,196.5,197.5,825.5,98.5,1160.0
customsagetv.csv,194.0,94.5,0.0,0.0,439.0,97.5,97.5,183.0,871.5,98.5,257.5,92.5,98.5,154.0,98.5,79.5
fluidium.csv,76.5,99.0,0.0,365.5,94.5,94.5,0.0,75.5,183.0,0.0,0.0,0.0,16.5,98.5,66.5,165.0
guineu.csv,97.5,99.0,98.5,195.0,95.5,99.0,196.0,387.0,494.0,583.5,194.5,196.5,192.0,197.0,92.5,165.0
inkscape.csv,97.5,198.0,98.5,195.0,97.5,99.0,96.5,390.0,494.0,196.5,189.0,196.5,197.5,364.0,98.5,1537.0
mpqc.csv,99.0,197.5,98.5,604.0,1793.5,387.0,195.0,283.5,494.0,932.5,194.5,339.5,197.5,197.0,355.0,1529.0
nsis.csv,99.0,197.5,98.5,96.5,98.5,99.0,196.0,387.0,544.0,197.5,95.5,97.5,197.5,197.0,289.5,265.5
octave.csv,97.5,99.0,98.5,195.0,95.5,99.0,179.0,91.5,494.0,666.0,191.5,96.5,187.5,547.0,98.5,445.5
owfs.csv,99.0,296.5,98.5,94.5,98.5,99.0,196.0,192.0,494.0,197.5,192.0,97.5,197.5,742.0,98.5,1306.0
owlib.csv,97.5,584.5,95.5,195.0,98.5,97.5,196.0,94.5,552.0,98.5,192.0,92.5,98.5,232.5,98.5,1358.0
pamguard.csv,99.0,1238.0,95.5,193.0,97.5,99.0,97.5,193.5,85.5,98.5,186.0,289.0,98.5,73.5,289.5,1165.0
prelude.csv,97.5,198.0,98.5,195.0,98.5,99.0,196.0,390.0,494.0,197.5,291.0,97.5,197.5,268.5,98.5,884.0
robocode.csv,97.5,99.0,0.0,181.0,98.5,97.5,97.5,94.5,374.0,98.5,192.0,92.5,98.5,232.5,98.5,525.0
uwom-server.csv,99.0,781.0,0.0,193.0,98.5,93.5,97.5,292.5,494.0,196.5,92.5,92.5,263.5,232.5,98.5,624.5
zengine.csv,99.0,296.5,98.5,195.0,98.5,99.0,196.0,390.0,1301.5,197.5,291.0,97.5,197.5,963.5,98.5,1447.5
zildo.csv,97.5,198.0,98.5,195.0,97.5,97.5,97.5,189.0,85.5,98.5,288.0,97.5,98.5,241.5,98.5,544.0
