,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.06,0.67,0.03,0.9,0.0,0.97,0.22,0.39,0.08,0.4,0.15,1.0,0.31,0.22,0.3,0.69
fleet-simulator.csv,0.03,0.58,0.03,0.92,0.38,0.82,0.32,0.37,0.05,0.46,0.17,1.0,0.34,0.28,0.21,0.69
geogebra.csv,0.0,0.88,0.02,0.71,0.2,0.7,0.43,0.29,0.03,0.77,0.18,0.98,0.29,0.99,0.24,0.7
gtad.csv,1.0,0.0,0.17,1.0,1.0,0.79,0.75,0.71,0.25,0.88,0.38,1.0,0.5,0.72,1.0,1.0
hibernate.csv,0.0,0.75,0.0,0.92,0.2,0.75,0.35,0.33,0.08,0.47,0.22,0.88,1.0,0.27,0.33,0.78
ipfire-wall.csv,0.06,0.7,0.33,0.95,1.0,0.55,0.5,0.59,0.16,0.22,0.17,1.0,0.46,0.34,0.13,0.79
irplus.csv,0.07,0.58,0.12,0.92,0.44,0.54,0.41,1.0,0.05,0.14,0.16,1.0,0.27,0.28,0.15,0.71
mumble.csv,0.2,0.6,0.0,1.0,0.8,0.75,1.0,0.47,0.14,0.55,0.22,1.0,0.35,0.45,0.04,0.5
ondex.csv,0.0,0.0,0.0,0.8,0.25,0.65,0.38,0.5,0.07,0.24,0.97,1.0,0.32,0.45,0.42,1.0
powerfolder.csv,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.57,0.78,0.0,0.0
projectts.csv,0.04,1.0,0.02,0.93,0.29,0.69,0.38,0.35,0.04,0.23,0.15,1.0,0.33,0.23,0.15,0.71
quantlib.csv,0.06,1.0,0.02,1.0,0.33,0.78,0.75,0.3,0.0,0.24,0.3,0.98,0.26,0.24,1.0,1.0
smartgwt.csv,0.04,0.55,0.0,0.92,0.42,0.7,0.22,0.43,0.09,0.99,0.2,0.64,0.35,0.32,0.09,0.79
tweetsharp.csv,0.05,0.56,0.02,0.86,0.35,0.65,0.32,0.38,0.05,0.25,0.17,0.72,0.29,0.24,0.2,1.0
wxlua.csv,0.03,0.56,0.02,0.99,0.37,0.65,0.32,0.34,0.04,0.2,0.13,0.98,0.28,0.17,0.22,0.73
