,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.45,0.57,0.52,0.78,1.01,0.06,0.87,0.67,0.5,0.43,0.74,0.3,0.66,0.74,0.76,0.81
fleet-simulator.csv,1.0,1.0,0.57,1.0,0.63,0.61,0.8,0.8,0.79,0.34,0.98,0.0,0.63,0.68,0.89,0.92
geogebra.csv,1.0,0.81,0.97,0.98,0.91,0.74,0.58,1.01,0.94,0.61,0.75,0.13,0.85,0.06,0.84,0.86
gtad.csv,0.0,1.0,0.08,0.97,0.94,0.81,0.88,0.8,0.6,0.59,0.76,0.98,0.82,0.68,0.96,0.93
hibernate.csv,1.04,0.84,1.04,0.78,0.91,0.82,0.75,0.81,0.48,0.46,0.61,0.78,0.06,0.64,0.59,0.84
ipfire-wall.csv,0.55,0.82,0.03,0.5,0.0,0.9,0.52,0.52,0.22,0.9,0.76,0.65,0.7,0.55,0.9,0.76
irplus.csv,0.39,0.76,0.11,0.73,0.62,0.89,0.61,0.04,0.67,0.97,0.75,0.63,0.76,0.74,0.83,0.75
mumble.csv,0.5,0.92,1.01,0.92,0.78,0.92,0.0,0.71,0.8,0.46,0.71,0.78,0.81,0.6,0.99,0.96
ondex.csv,1.0,1.0,1.04,0.96,0.95,0.77,0.88,0.81,0.81,0.89,0.12,0.72,0.79,0.67,0.8,0.93
powerfolder.csv,1.0,1.0,0.0,1.0,1.0,0.99,1.0,0.92,0.0,0.79,1.0,1.0,0.95,0.92,1.0,1.0
projectts.csv,0.61,0.0,0.75,0.64,0.78,0.92,0.55,0.75,0.91,0.84,0.82,0.63,0.64,0.72,0.84,0.82
quantlib.csv,0.55,0.95,0.82,0.88,0.85,0.65,0.76,0.85,1.21,0.9,0.79,0.13,0.85,0.8,0.08,0.93
smartgwt.csv,0.7,0.74,1.13,0.7,0.59,0.7,0.89,0.61,0.41,0.08,0.65,1.24,0.59,0.53,0.98,0.61
tweetsharp.csv,0.59,0.91,1.0,1.02,0.89,0.97,0.71,0.74,0.88,0.75,0.79,1.17,0.84,0.75,0.77,0.05
wxlua.csv,0.89,0.75,1.0,0.13,0.79,0.95,0.69,0.79,0.89,0.99,0.85,0.24,0.84,0.86,0.79,0.94
