,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.45,0.48,0.52,0.38,0.16,0.06,0.22,0.5,0.5,0.37,0.47,0.0,0.5,0.64,0.15,0.33
fleet-simulator.csv,1.0,1.0,0.57,1.0,0.57,0.21,0.8,0.77,0.79,0.3,0.98,0.0,0.57,0.68,0.88,0.87
geogebra.csv,0.08,0.04,0.97,0.25,0.22,0.32,0.25,0.95,0.85,0.04,0.29,0.12,0.83,0.0,0.14,0.2
gtad.csv,0.0,0.0,0.08,0.0,0.0,0.12,0.02,0.05,0.05,0.02,0.08,0.0,0.07,0.04,0.0,0.0
hibernate.csv,0.3,0.07,0.28,0.25,0.22,0.15,0.2,0.27,0.48,0.2,0.36,0.25,0.0,0.37,0.23,0.13
ipfire-wall.csv,0.24,0.11,0.03,0.38,0.0,0.26,0.2,0.2,0.22,0.88,0.29,0.0,0.15,0.3,0.21,0.2
irplus.csv,0.39,0.3,0.11,0.62,0.27,0.38,0.25,0.0,0.29,0.76,0.34,0.0,0.37,0.22,0.35,0.53
mumble.csv,0.06,0.07,0.13,0.0,0.03,0.06,0.0,0.2,0.05,0.14,0.25,0.0,0.15,0.15,0.24,0.13
ondex.csv,0.1,0.0,0.28,0.12,0.08,0.56,0.08,0.11,0.11,0.12,0.01,0.0,0.2,0.12,0.07,0.0
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.0
projectts.csv,0.35,0.0,0.75,0.5,0.54,0.91,0.52,0.64,0.91,0.81,0.75,0.0,0.42,0.63,0.61,0.73
quantlib.csv,0.24,0.0,0.82,0.0,0.16,0.26,0.03,0.7,0.69,0.1,0.1,0.12,0.79,0.21,0.0,0.0
smartgwt.csv,0.7,0.48,0.52,0.62,0.57,0.56,0.77,0.45,0.41,0.0,0.4,1.0,0.51,0.37,0.63,0.53
tweetsharp.csv,0.59,0.89,1.0,0.88,0.89,0.94,0.69,0.7,0.88,0.72,0.76,1.0,0.83,0.73,0.69,0.0
wxlua.csv,0.89,0.63,1.0,0.12,0.78,0.91,0.66,0.7,0.89,0.97,0.72,0.12,0.81,0.7,0.77,0.93
