,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.51,0.83,0.5,0.71,0.32,0.71,0.9,0.13,0.23,0.21,0.11,1.0,0.17,0.8,0.0,0.61
galaxium.csv,0.82,0.92,0.53,0.39,0.45,0.17,0.56,0.11,0.32,0.63,0.17,0.98,0.15,0.55,0.1,0.68
hydrate.csv,0.76,1.0,0.56,0.43,0.33,0.5,0.35,0.11,0.37,0.41,0.13,0.87,0.17,0.75,0.15,0.81
ivef-sdk.csv,0.66,0.97,0.52,0.68,0.27,1.0,0.24,0.0,0.28,0.19,0.0,0.87,0.17,0.52,0.04,0.0
jmri.csv,0.88,0.96,0.63,0.36,0.14,0.97,0.46,0.45,0.5,0.3,0.24,0.92,0.21,0.83,0.2,0.69
jython.csv,0.81,0.87,0.71,0.58,0.19,0.72,0.48,0.45,0.42,0.33,0.14,0.95,0.24,0.58,0.15,0.59
kdenlive.csv,0.8,0.94,0.53,0.49,0.25,0.4,0.38,0.13,0.49,0.33,0.17,0.95,0.24,0.61,0.14,0.71
ninject.csv,0.42,0.78,0.44,0.44,0.27,0.6,0.65,0.04,0.09,0.3,0.15,0.94,0.08,0.88,0.42,0.73
ondex.csv,0.84,0.96,0.57,0.73,0.24,0.4,0.35,0.12,0.67,0.43,0.24,0.95,0.28,0.57,0.13,0.56
opentibia.csv,0.71,0.96,0.57,0.64,0.34,0.8,0.52,0.11,0.4,0.28,0.12,1.0,0.18,0.61,0.15,0.67
runuomondains.csv,0.89,0.96,0.57,0.31,0.21,0.59,0.39,0.42,0.51,0.44,0.33,0.96,0.29,0.42,0.29,0.65
somap.csv,0.64,0.87,0.47,0.63,0.39,0.52,0.51,0.12,0.24,0.31,0.11,1.0,0.16,0.64,0.1,0.63
taverna.csv,0.93,0.95,0.48,0.5,0.56,0.23,0.65,0.06,0.33,0.35,0.33,1.0,0.17,0.63,0.0,0.88
tigermud.csv,0.55,0.84,0.46,0.62,0.41,0.5,0.31,0.05,0.12,0.33,0.16,0.95,0.14,0.69,0.2,0.65
unbvision.csv,0.79,0.92,0.56,0.41,0.24,0.79,0.39,0.65,0.52,0.44,0.21,0.89,0.18,0.7,0.09,0.75
x-ray-mule.csv,0.51,0.86,0.45,0.78,0.4,1.0,0.43,0.67,0.22,0.16,0.0,0.93,0.15,0.66,0.07,0.4
