,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.38,0.44,0.51,0.53,0.45,0.55,0.86,0.05,0.48,0.2,0.13,0.07,0.44,0.13,0.0,0.48
galaxium.csv,0.56,0.46,0.48,0.3,0.67,0.08,0.66,0.3,0.62,0.78,0.61,0.7,0.51,0.37,0.57,0.53
hydrate.csv,0.43,0.29,0.63,0.12,0.54,0.07,0.21,0.2,0.41,0.56,0.51,0.37,0.52,0.38,0.44,0.74
ivef-sdk.csv,0.58,0.5,0.57,0.68,0.41,1.0,0.24,0.0,0.53,0.33,0.0,0.0,0.49,0.36,0.33,0.0
jmri.csv,0.44,0.31,0.62,0.2,0.18,0.62,0.5,0.63,0.57,0.27,0.54,0.35,0.4,0.17,0.24,0.31
jython.csv,0.66,0.43,0.27,0.51,0.22,0.54,0.13,0.9,0.47,0.51,0.54,0.33,0.49,0.23,0.83,0.47
kdenlive.csv,0.72,0.6,0.54,0.19,0.25,0.21,0.37,0.09,0.73,0.62,0.72,0.66,0.72,0.43,0.44,0.69
ninject.csv,0.21,0.28,0.47,0.26,0.3,0.4,0.43,0.2,0.12,0.57,0.6,0.46,0.18,0.45,0.97,0.65
ondex.csv,0.5,0.35,0.58,0.56,0.18,0.04,0.21,0.44,0.45,0.2,0.64,0.32,0.6,0.13,0.44,0.3
opentibia.csv,0.39,0.8,0.46,0.49,0.55,0.07,0.56,0.0,0.16,0.4,0.56,0.38,0.31,0.2,0.44,0.55
runuomondains.csv,0.51,0.36,0.58,0.15,0.25,0.13,0.41,0.85,0.63,0.44,0.76,0.43,0.34,0.17,0.45,0.47
somap.csv,0.29,0.29,0.53,0.46,0.57,0.0,0.55,0.0,0.0,0.33,0.27,0.85,0.34,0.21,0.52,0.0
taverna.csv,0.4,0.29,0.31,0.2,0.73,0.11,0.77,0.27,0.31,0.64,0.55,0.36,0.39,0.56,0.0,0.25
tigermud.csv,0.42,0.46,0.49,0.58,0.45,0.01,0.14,0.24,0.04,0.61,0.42,0.68,0.44,0.65,0.9,0.47
unbvision.csv,0.61,0.33,0.71,0.26,0.35,0.76,0.41,0.72,0.74,0.5,0.78,0.41,0.52,0.24,0.56,0.4
x-ray-mule.csv,0.33,0.44,0.43,0.79,0.65,0.07,0.48,0.11,0.23,0.32,0.0,0.53,0.5,0.6,0.45,0.07
