,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,0.79,0.61,0.57,0.86,0.43,0.55,0.53,0.32,0.5,0.52,0.66,0.0,0.32,0.54,0.53,0.65,0.4
encog-cs.csv,0.49,0.53,0.37,0.0,0.37,0.27,0.0,0.0,0.69,0.36,0.13,0.69,0.62,0.6,0.58,0.39,0.58
extprosys.csv,0.72,0.0,0.54,0.67,0.24,0.5,0.42,0.33,0.31,0.2,0.72,0.0,0.28,0.39,0.66,0.55,0.4
ibatisdb.csv,0.0,0.37,0.36,0.22,0.4,0.27,0.18,0.28,0.46,0.4,0.59,0.23,0.37,0.11,0.81,0.11,0.47
intact.csv,0.78,0.0,0.5,0.59,0.66,0.62,0.32,0.43,0.68,0.21,0.73,0.58,0.6,0.61,0.61,0.55,0.36
japano.csv,0.0,0.0,0.55,0.27,0.57,0.46,0.0,0.69,0.32,0.45,0.23,0.7,0.13,0.26,0.46,0.26,0.63
lockss.csv,0.89,0.42,0.54,0.18,0.4,0.16,0.33,0.46,0.28,0.57,0.68,0.37,0.67,0.46,0.4,0.43,0.37
ofbiz.csv,0.0,0.64,0.17,0.59,0.41,0.5,0.52,0.47,0.6,0.36,0.66,0.72,0.68,0.72,0.43,0.58,0.48
officefloor.csv,0.85,0.26,0.34,0.53,0.29,0.34,0.04,0.42,0.46,0.27,0.67,0.0,0.0,0.27,0.55,0.33,0.45
opennms.csv,0.86,0.32,0.02,0.09,0.63,0.09,0.52,0.07,0.31,0.44,0.25,0.09,0.35,0.49,0.1,0.11,0.0
papertoolkit.csv,0.0,0.22,0.18,0.28,0.25,0.24,0.18,0.26,0.37,0.27,0.44,0.28,0.96,0.32,0.13,0.48,0.25
rohxel.csv,0.86,0.52,0.57,0.3,0.13,0.34,0.66,0.57,0.57,0.4,0.43,0.53,0.0,0.28,0.7,0.26,0.06
sevenupdate.csv,0.05,0.81,0.0,0.0,0.2,0.0,0.0,0.0,0.17,0.56,0.0,0.0,0.52,0.27,0.0,0.27,0.0
web-cat.csv,0.3,0.6,0.13,0.4,0.45,0.58,0.32,0.51,0.13,0.54,0.43,0.0,0.6,0.35,0.47,0.56,0.73
xcf.csv,0.0,0.46,0.58,0.64,0.56,0.53,0.6,0.5,0.63,0.47,0.64,0.69,0.38,0.54,0.69,0.78,0.6
