,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,0.57,0.67,0.45,0.07,0.56,0.33,0.55,0.89,0.81,0.82,0.39,1.0,0.72,0.6,0.57,0.47,0.65
encog-cs.csv,0.84,0.67,0.87,1.0,0.88,0.93,1.0,1.0,0.33,0.32,0.97,0.0,0.75,0.72,0.75,0.87,0.74
extprosys.csv,0.66,1.0,0.32,0.64,0.94,0.77,0.55,0.89,0.16,0.95,0.46,1.0,0.82,0.88,0.71,0.67,0.39
ibatisdb.csv,0.08,0.33,0.25,0.21,0.3,0.26,0.0,0.33,0.29,0.28,0.2,0.0,0.18,0.08,0.17,0.03,0.1
intact.csv,0.58,1.0,0.44,0.43,0.61,0.3,0.27,0.33,0.6,0.95,0.57,0.0,0.58,0.72,0.5,0.33,0.29
japano.csv,0.79,1.0,0.77,0.93,0.77,0.84,1.0,0.44,0.91,0.83,0.94,0.0,0.97,0.93,0.81,0.93,0.61
lockss.csv,0.37,0.0,0.28,0.07,0.3,0.15,0.0,0.56,0.08,0.32,0.31,0.0,0.32,0.34,0.35,0.07,0.13
ofbiz.csv,0.73,0.67,0.96,0.57,0.52,0.73,0.45,0.44,0.45,0.33,0.67,0.0,0.3,0.33,0.55,0.33,0.81
officefloor.csv,0.46,0.0,0.29,0.29,0.16,0.19,0.0,0.67,0.3,0.25,0.27,1.0,0.03,0.1,0.38,0.0,0.61
opennms.csv,0.45,0.83,0.01,0.0,0.25,0.05,0.55,0.0,0.19,0.33,0.11,0.0,0.5,0.42,0.07,0.27,0.03
papertoolkit.csv,0.57,0.0,0.16,0.29,0.19,0.16,0.18,0.22,0.14,0.26,0.61,0.0,0.18,0.21,0.09,0.47,0.26
rohxel.csv,0.45,0.5,0.45,0.14,0.27,0.16,0.36,0.11,0.38,0.21,0.26,0.0,0.3,0.14,0.44,0.07,0.03
sevenupdate.csv,0.99,0.17,1.0,1.0,0.95,1.0,1.0,1.0,0.96,0.62,1.0,1.0,0.82,0.93,1.0,0.93,1.0
web-cat.csv,0.92,0.5,0.97,0.86,0.84,0.66,0.91,0.78,0.97,0.73,0.86,1.0,0.77,0.9,0.83,0.77,0.29
xcf.csv,0.64,0.33,0.44,0.64,0.49,0.34,0.64,0.67,0.45,0.4,0.67,0.0,0.15,0.33,0.67,0.33,0.74
