,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,5.0,73.0,0.0,40.0,2.0,22.0,1.0,5.0
encog-cs.csv,71.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,18.0,323.0,0.0,18.0,0.0,12.0,2.0,1.0
extprosys.csv,59.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,9.0,6.0,8.0,0.0,18.0,2.0,10.0,1.0,1.0
ibatisdb.csv,104.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,11.0,17.0,0.0,0.0,4.0,1.0,0.0,1.0
intact.csv,52.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,60.0,0.0,9.0,4.0,18.0,1.0,0.0
japano.csv,104.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,13.0,6.0,323.0,0.0,21.0,2.0,17.0,4.0,1.0
lockss.csv,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,2.0,7.0,0.0,0.0
ofbiz.csv,104.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,139.0,0.0,2.0,6.0,22.0,4.0,1.0
officefloor.csv,33.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,21.0,3.0,0.0,62.0,0.0,8.0,0.0,1.0
opennms.csv,36.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,27.0,1.0,1.0,2.0,49.0
papertoolkit.csv,104.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,288.0,0.0,1.0,1.0,5.0,1.0,0.0
rohxel.csv,36.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,1.0,8.0,63.0,0.0,62.0,0.0,17.0,0.0,0.0
sevenupdate.csv,80.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,16.0,5.0,323.0,0.0,21.0,2.0,17.0,4.0,1.0
web-cat.csv,77.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,16.0,6.0,323.0,0.0,20.0,2.0,17.0,4.0,1.0
xcf.csv,104.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,144.0,0.0,7.0,3.0,26.0,3.0,0.0
