,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,0.57,0.7,0.61,0.16,0.8,0.57,0.7,0.97,0.82,0.82,0.51,1.01,0.98,0.73,0.72,0.56,0.87
encog-cs.csv,0.84,0.76,0.93,1.02,0.91,0.93,1.01,1.01,0.45,0.75,0.97,0.36,0.75,0.74,0.77,0.89,0.76
extprosys.csv,0.66,1.02,0.59,0.66,0.94,0.82,0.8,0.94,0.74,0.96,0.5,1.18,1.05,0.88,0.71,0.75,0.74
ibatisdb.csv,1.0,0.75,0.73,0.83,0.71,0.81,0.85,0.83,0.64,0.7,0.49,0.81,0.69,0.91,0.26,0.91,0.59
intact.csv,0.58,1.02,0.67,0.58,0.65,0.5,0.77,0.69,0.63,0.95,0.58,0.48,0.67,0.73,0.61,0.58,0.74
japano.csv,1.27,1.0,0.78,0.93,0.77,0.85,1.0,0.52,0.91,0.86,0.97,0.35,0.97,0.94,0.86,0.95,0.67
lockss.csv,0.37,0.63,0.57,0.86,0.71,0.88,0.72,0.77,0.76,0.55,0.44,0.68,0.46,0.66,0.73,0.63,0.7
ofbiz.csv,1.24,0.69,0.96,0.67,0.8,0.81,0.67,0.71,0.59,0.76,0.68,0.33,0.45,0.42,0.8,0.55,0.83
officefloor.csv,0.46,0.78,0.76,0.58,0.77,0.73,0.97,0.87,0.65,0.81,0.44,1.09,1.0,0.78,0.61,0.72,0.81
opennms.csv,0.45,1.02,0.98,0.93,0.46,0.93,0.71,0.94,0.75,0.67,0.8,0.93,0.83,0.68,0.92,0.94,1.0
papertoolkit.csv,1.15,0.82,0.86,0.81,0.81,0.82,0.87,0.81,0.7,0.82,0.83,0.76,0.18,0.75,0.89,0.71,0.83
rohxel.csv,0.45,0.69,0.61,0.75,0.93,0.72,0.49,0.49,0.58,0.67,0.66,0.53,1.04,0.77,0.5,0.78,0.95
sevenupdate.csv,0.99,0.26,1.0,1.0,0.96,1.0,1.0,1.0,0.96,0.72,1.0,1.0,0.82,0.93,1.0,0.93,1.0
web-cat.csv,0.92,0.62,0.98,0.9,0.86,0.72,0.91,0.81,0.97,0.78,0.87,1.0,0.77,0.9,0.84,0.78,0.39
xcf.csv,1.19,0.66,0.61,0.67,0.65,0.61,0.7,0.79,0.57,0.68,0.69,0.36,0.68,0.58,0.67,0.38,0.75
