,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,0.03,0.84,0.43,0.92,0.29,0.46,0.66,0.72,0.51,0.37,0.09,0.9,0.04,0.63,0.34,0.65,0.34
encog-cs.csv,0.02,0.74,0.35,0.82,0.37,0.44,0.81,0.9,0.61,0.24,0.06,0.78,0.12,0.76,0.42,0.6,0.55
extprosys.csv,0.03,0.84,0.44,0.88,0.4,0.39,0.52,0.78,0.35,0.3,0.09,0.54,0.04,0.77,0.48,0.58,0.37
ibatisdb.csv,0.0,0.48,0.33,0.32,0.33,0.25,0.27,0.38,0.44,0.29,0.13,0.32,0.13,0.16,0.7,0.17,0.53
intact.csv,0.03,0.82,0.38,0.73,0.45,0.51,0.42,0.55,0.57,0.34,0.08,0.68,0.1,0.78,0.41,0.58,0.35
japano.csv,0.0,0.92,0.45,0.88,0.45,0.44,0.85,0.83,0.52,0.3,0.05,0.79,0.09,0.74,0.35,0.6,0.54
lockss.csv,0.05,0.54,0.46,0.25,0.33,0.18,0.44,0.62,0.35,0.38,0.11,0.48,0.17,0.54,0.3,0.52,0.41
ofbiz.csv,0.0,0.87,0.43,0.75,0.28,0.37,0.62,0.61,0.51,0.24,0.07,0.8,0.17,0.78,0.28,0.6,0.51
officefloor.csv,0.04,0.37,0.3,0.65,0.3,0.34,0.05,0.6,0.43,0.2,0.12,0.72,0.0,0.36,0.4,0.44,0.38
opennms.csv,0.04,0.54,0.04,0.13,0.53,0.11,0.64,0.11,0.34,0.3,0.08,0.13,0.06,0.56,0.13,0.14,0.0
papertoolkit.csv,0.0,0.31,0.2,0.38,0.24,0.25,0.26,0.35,0.4,0.2,0.04,0.39,0.35,0.41,0.16,0.49,0.26
rohxel.csv,0.04,0.67,0.43,0.41,0.12,0.35,0.75,0.68,0.5,0.33,0.07,0.64,0.0,0.37,0.5,0.34,0.1
sevenupdate.csv,0.02,0.88,0.44,0.94,0.38,0.45,0.86,0.97,0.52,0.3,0.05,0.97,0.11,0.78,0.41,0.68,0.55
web-cat.csv,0.02,0.75,0.41,0.79,0.4,0.42,0.85,0.84,0.5,0.3,0.06,0.98,0.12,0.77,0.4,0.67,0.67
xcf.csv,0.0,0.58,0.43,0.85,0.39,0.43,0.76,0.7,0.53,0.29,0.07,0.78,0.15,0.62,0.49,0.76,0.58
