,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.77,0.88,0.39,0.22,0.32,0.5,0.38,0.09,0.36,0.25
aime.csv,0.5,0.79,0.13,0.0,0.31,0.5,0.6,0.11,0.42,0.33
badtrinitycore.csv,0.0,0.5,0.31,0.36,0.14,0.42,0.43,0.23,0.35,0.29
electric-core.csv,0.57,0.86,0.42,0.19,0.21,0.44,0.35,0.15,0.34,0.28
geochat.csv,0.5,0.78,0.13,0.01,0.5,0.5,0.44,0.25,0.33,0.39
mumble.csv,0.53,0.77,0.15,0.16,0.24,0.53,0.59,0.15,0.34,0.31
olsrd.csv,0.58,0.93,0.3,0.19,0.18,0.56,0.37,0.16,0.41,0.28
silvertree.csv,0.6,0.92,0.27,0.14,0.23,0.74,0.32,0.12,0.35,0.2
skia.csv,0.68,0.91,0.23,0.18,0.29,0.42,0.5,0.23,0.62,0.18
t-2.csv,0.58,0.76,0.21,0.13,0.17,0.44,0.36,0.34,0.29,0.25
