,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.78,0.91,0.74,0.47,0.95,0.9,1.0,0.98,0.92,1.0
flylegacy.csv,0.73,0.55,0.52,0.65,0.71,0.74,0.83,0.7,0.84,0.64
jguard.csv,0.83,0.91,0.62,0.55,0.6,0.46,0.75,0.44,0.79,0.62
m-a-d-n-e-s-s.csv,0.77,0.97,0.69,0.78,0.96,0.97,0.93,0.95,0.33,0.88
mob-sen-plat.csv,0.73,0.39,0.78,0.72,0.68,0.88,0.55,0.6,0.52,0.62
raygina.csv,0.46,1.0,0.63,0.72,0.85,0.76,0.74,0.8,0.73,0.72
st-filteredstatistics.csv,0.86,0.55,1.0,0.74,0.66,0.64,0.89,0.26,0.83,0.75
upp-mirror.csv,0.72,0.85,0.88,0.63,0.44,0.63,0.74,0.73,0.65,0.78
wishmaster.csv,0.77,0.82,0.8,0.67,0.6,0.8,0.34,0.91,0.59,0.68
yarp.csv,0.67,0.97,0.73,0.81,0.94,0.9,0.78,0.78,0.66,0.59
