,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.48,0.44,0.56,0.64,0.59,0.62,0.46,0.5,0.55,0.47,0.56,0.5,0.44,0.59,0.63,0.54,0.4,0.68,0.67,0.52
apertium.csv,0.41,0.64,0.53,0.64,0.49,0.54,0.63,0.0,0.63,0.72,0.82,0.8,0.69,0.37,0.73,0.52,0.6,0.9,0.0,0.5
beast-mcmc.csv,0.7,0.49,0.6,0.81,0.61,0.47,0.51,0.41,0.55,0.46,0.61,0.71,0.4,0.45,0.75,0.5,0.5,0.53,0.54,0.45
bigdata.csv,0.5,0.51,0.4,0.46,0.46,0.5,0.41,0.42,0.42,0.43,0.67,0.44,0.42,0.42,0.38,0.43,0.52,0.47,0.44,0.41
cuberok.csv,0.39,0.59,0.38,0.53,0.44,0.7,0.45,0.6,0.44,0.43,0.46,0.67,0.45,0.36,0.86,0.43,0.36,0.77,0.48,0.39
exist.csv,0.79,0.55,0.56,0.7,0.64,0.4,0.59,0.67,0.57,0.79,0.67,0.88,0.45,0.39,0.8,0.48,0.86,0.91,0.67,0.53
icescrum.csv,0.49,0.5,0.46,0.57,0.4,0.46,0.46,0.47,0.54,0.42,0.67,0.54,0.54,0.35,0.73,0.42,0.36,0.48,0.53,0.58
jbasic.csv,0.75,0.88,0.59,0.95,0.7,0.79,0.58,0.86,0.49,0.57,0.92,0.71,0.63,0.72,0.8,0.61,0.82,0.92,0.83,0.71
jgnash.csv,0.97,0.68,0.87,0.8,0.92,0.79,0.84,0.64,0.96,0.83,0.89,0.78,0.85,0.88,0.75,0.73,0.91,0.57,0.88,0.6
jrefactory.csv,0.54,0.71,0.54,0.76,0.56,0.39,0.67,0.43,0.65,0.55,0.68,0.73,0.73,0.41,0.48,0.5,0.38,0.5,0.56,0.47
jsecurity.csv,0.76,0.78,0.62,0.86,0.91,0.59,0.88,0.47,0.87,0.87,0.86,0.53,0.87,0.85,0.58,0.75,0.9,0.57,0.88,0.64
libopenmetaverse.csv,0.39,0.45,0.46,0.58,0.52,0.54,0.41,0.41,0.46,0.59,0.44,0.43,0.45,0.46,0.38,0.42,0.38,0.45,0.52,0.43
mobicents.csv,0.57,0.48,0.43,0.57,0.63,0.47,0.52,0.47,0.67,0.46,0.53,0.86,0.57,0.41,0.86,0.52,0.5,0.59,0.71,0.58
mp-rechnungs-und-kundenverwaltung.csv,0.74,0.79,0.51,0.72,0.62,0.61,0.66,0.83,0.97,0.65,0.86,0.85,0.55,0.68,0.81,0.73,0.75,0.76,0.76,0.48
opendvr.csv,0.41,0.52,0.48,0.63,0.59,0.39,0.49,0.79,0.51,0.6,0.67,0.58,0.41,0.37,0.45,0.46,0.52,0.62,0.85,0.37
openefm.csv,0.65,0.72,0.5,0.61,0.61,0.71,0.51,0.7,0.73,0.62,0.46,0.79,0.57,0.54,0.79,0.66,0.4,0.89,0.9,0.52
sidekar.csv,0.39,0.62,0.38,0.45,0.5,0.45,0.4,0.47,0.43,0.46,0.51,0.59,0.45,0.38,0.52,0.42,0.39,0.42,0.72,0.34
wheat.csv,0.65,0.48,0.83,0.85,0.82,0.5,0.69,0.8,0.63,0.8,0.72,0.87,0.75,0.97,0.5,0.88,0.8,0.81,0.94,0.57
wsmt.csv,0.94,0.9,0.0,0.94,0.0,0.88,0.98,0.82,0.75,0.75,0.92,0.8,0.83,0.0,0.89,0.97,0.57,0.87,0.9,0.8
yarp0.csv,0.42,0.53,0.67,0.54,0.59,0.57,0.7,0.67,0.92,0.52,0.47,0.67,0.7,0.38,0.58,0.56,0.41,0.66,0.57,0.58
