,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.73,0.79,0.71,0.56,0.67,0.36,0.75,0.45,0.68,0.92,0.4,0.75,0.76,0.49,0.36,0.69,0.74,0.95,0.5,0.68
apertium.csv,0.73,0.55,0.39,0.62,0.52,0.31,0.33,0.05,0.28,0.25,0.88,0.19,0.29,0.83,0.29,0.41,0.2,0.1,0.0,0.37
beast-mcmc.csv,0.95,0.55,0.39,0.31,0.36,0.64,0.45,0.91,0.4,0.48,0.48,0.38,0.79,0.53,0.07,0.52,0.17,0.41,0.41,0.68
bigdata.csv,0.68,0.42,0.65,0.92,0.98,0.64,0.63,0.82,0.8,1.0,0.6,0.94,0.61,0.7,0.82,1.0,0.31,0.9,1.0,0.84
cuberok.csv,0.77,0.48,0.98,0.79,0.75,0.44,0.65,0.91,0.84,0.98,0.96,0.38,0.64,0.96,0.21,0.77,0.89,0.22,0.86,0.89
exist.csv,0.44,0.52,0.37,0.33,0.28,0.61,0.34,0.05,0.44,0.17,0.28,0.25,0.97,0.62,0.18,0.41,0.11,0.2,0.05,0.53
icescrum.csv,0.67,0.45,0.43,0.44,0.53,0.39,0.52,0.41,0.32,0.83,0.36,0.44,0.5,0.7,0.25,0.45,0.26,0.34,0.27,1.0
jbasic.csv,0.44,0.3,0.31,0.23,0.23,0.19,0.44,0.23,0.6,0.94,0.16,0.38,0.38,0.36,0.07,0.32,0.06,0.22,0.23,0.37
jgnash.csv,0.23,0.33,0.16,0.26,0.14,0.22,0.2,0.36,0.92,0.06,0.12,0.31,0.2,0.21,0.18,0.25,0.09,0.34,0.18,0.53
jrefactory.csv,0.55,0.39,1.0,0.31,0.34,0.89,0.35,0.45,0.16,0.68,0.44,0.12,0.25,0.66,0.39,0.39,0.83,0.44,0.23,0.47
jsecurity.csv,0.38,0.33,0.25,0.92,0.25,0.47,0.24,0.73,0.16,0.19,0.08,0.44,0.24,0.32,0.57,0.27,0.17,0.66,0.23,0.42
libopenmetaverse.csv,0.79,0.52,0.67,0.74,0.53,0.97,0.72,0.86,0.68,0.54,0.56,0.75,0.72,0.66,0.61,0.63,0.66,0.44,0.41,0.53
mobicents.csv,0.52,0.48,0.43,0.33,0.48,0.42,0.98,0.73,0.36,0.48,0.44,0.31,0.43,0.68,0.14,0.52,0.23,0.37,0.45,0.42
mp-rechnungs-und-kundenverwaltung.csv,0.29,0.36,0.39,0.46,0.38,0.39,0.43,0.5,0.2,0.33,0.16,0.38,0.5,0.94,0.32,0.29,0.17,0.51,0.59,0.47
opendvr.csv,0.7,0.64,0.76,0.56,0.67,0.81,0.75,0.32,0.72,0.63,0.64,0.75,0.82,0.87,0.68,0.79,0.17,0.41,0.86,0.89
openefm.csv,0.42,0.88,0.51,0.64,0.55,0.31,0.54,0.27,0.48,0.44,0.68,0.19,0.59,0.53,0.32,0.38,0.26,0.39,0.18,0.47
sidekar.csv,0.79,0.3,0.65,0.67,1.0,0.61,0.74,0.73,0.88,0.79,0.76,0.5,0.53,0.81,0.5,0.6,0.51,0.54,0.45,0.84
wheat.csv,0.47,0.52,0.04,0.26,0.31,0.61,0.34,0.32,0.2,0.03,0.2,0.19,0.35,0.15,0.93,0.24,0.37,0.27,0.36,0.47
wsmt.csv,0.12,0.18,0.02,0.05,0.02,0.11,0.08,0.32,0.04,0.03,0.08,0.0,0.02,0.0,0.21,0.12,1.0,0.22,0.05,0.11
yarp0.csv,0.67,0.48,0.37,0.46,0.42,0.28,0.36,0.23,0.16,0.67,0.32,0.94,0.34,0.62,0.54,0.37,0.46,0.49,0.18,0.58
