,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.59,0.48,0.64,0.48,0.59,0.39,0.52,0.47,0.51,0.32,0.39,0.59,0.53,0.48,0.39,0.45,0.48,0.96,0.48,0.65
apertium.csv,0.62,0.58,0.39,0.61,0.52,0.35,0.37,0.06,0.32,0.29,0.9,0.22,0.33,0.44,0.33,0.44,0.23,0.12,0.0,0.41
beast-mcmc.csv,0.96,0.58,0.43,0.36,0.41,0.53,0.49,0.66,0.44,0.52,0.49,0.42,0.76,0.54,0.09,0.51,0.2,0.45,0.44,0.7
bigdata.csv,0.67,0.45,0.55,0.24,0.13,0.52,0.57,0.31,0.57,0.09,0.58,0.42,0.53,0.59,0.29,0.99,0.34,0.3,0.0,0.65
cuberok.csv,0.47,0.51,0.21,0.47,0.65,0.48,0.6,0.93,0.4,0.09,0.5,0.42,0.63,0.17,0.24,0.53,0.27,0.26,0.5,0.8
exist.csv,0.49,0.56,0.41,0.38,0.32,0.56,0.38,0.06,0.48,0.2,0.32,0.29,0.97,0.57,0.21,0.44,0.13,0.24,0.06,0.57
icescrum.csv,0.68,0.49,0.46,0.48,0.56,0.42,0.55,0.45,0.36,0.71,0.4,0.49,0.54,0.6,0.29,0.48,0.25,0.38,0.31,1.0
jbasic.csv,0.49,0.35,0.35,0.27,0.27,0.22,0.48,0.27,0.6,0.94,0.19,0.42,0.42,0.4,0.09,0.36,0.07,0.26,0.27,0.41
jgnash.csv,0.27,0.38,0.19,0.3,0.17,0.26,0.24,0.41,0.93,0.07,0.15,0.36,0.24,0.25,0.21,0.29,0.11,0.38,0.21,0.57
jrefactory.csv,0.56,0.43,0.99,0.34,0.38,0.57,0.39,0.48,0.19,0.46,0.47,0.14,0.29,0.62,0.42,0.42,0.4,0.48,0.27,0.5
jsecurity.csv,0.43,0.37,0.29,0.93,0.29,0.48,0.28,0.51,0.19,0.23,0.1,0.42,0.28,0.36,0.59,0.31,0.2,0.56,0.26,0.46
libopenmetaverse.csv,0.55,0.51,0.53,0.62,0.56,0.98,0.5,0.62,0.63,0.52,0.4,0.6,0.65,0.59,0.5,0.52,0.31,0.47,0.4,0.49
mobicents.csv,0.55,0.5,0.41,0.37,0.53,0.44,0.98,0.66,0.4,0.52,0.46,0.36,0.47,0.64,0.17,0.54,0.26,0.41,0.47,0.45
mp-rechnungs-und-kundenverwaltung.csv,0.33,0.41,0.41,0.5,0.42,0.39,0.47,0.53,0.24,0.38,0.19,0.41,0.49,0.95,0.34,0.33,0.2,0.51,0.56,0.49
opendvr.csv,0.51,0.51,0.63,0.48,0.43,0.23,0.64,0.36,0.48,0.5,0.62,0.68,0.52,0.39,0.61,0.48,0.2,0.39,0.88,0.51
openefm.csv,0.45,0.9,0.46,0.6,0.58,0.35,0.55,0.31,0.51,0.48,0.25,0.22,0.62,0.55,0.36,0.42,0.27,0.44,0.21,0.49
sidekar.csv,0.68,0.34,0.4,0.65,1.0,0.58,0.64,0.7,0.73,0.73,0.7,0.54,0.54,0.57,0.52,0.54,0.41,0.55,0.48,0.74
wheat.csv,0.5,0.43,0.05,0.29,0.35,0.56,0.38,0.36,0.23,0.04,0.23,0.22,0.38,0.18,0.94,0.28,0.41,0.31,0.41,0.49
wsmt.csv,0.15,0.21,0.02,0.06,0.02,0.13,0.1,0.37,0.05,0.04,0.1,0.0,0.02,0.0,0.25,0.14,0.99,0.26,0.06,0.13
yarp0.csv,0.63,0.49,0.41,0.49,0.46,0.32,0.4,0.27,0.19,0.51,0.35,0.95,0.38,0.55,0.55,0.41,0.42,0.51,0.21,0.61
