,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.71,0.83,0.63,0.83,0.69,0.74,0.81,0.71,0.8,0.91,0.89,0.73,0.8,0.75,0.74,0.87,0.84,0.05,0.77,0.54
apertium.csv,0.68,0.51,0.86,0.57,0.68,0.79,0.72,0.95,0.76,0.78,0.12,0.83,0.73,0.87,0.73,0.7,0.91,0.91,1.0,0.69
beast-mcmc.csv,0.05,0.52,0.66,0.71,0.65,0.77,0.61,0.69,0.66,0.55,0.69,0.69,0.41,0.61,0.93,0.72,0.95,0.65,0.69,0.38
bigdata.csv,0.49,0.69,0.75,0.94,0.97,0.8,0.69,0.93,0.76,0.98,0.63,0.87,0.76,0.7,0.93,0.03,0.83,0.93,1.0,0.67
cuberok.csv,0.85,0.6,0.95,0.84,0.63,0.59,0.65,0.09,0.88,0.98,0.83,0.67,0.53,0.96,0.85,0.79,0.94,0.82,0.82,0.45
exist.csv,0.58,0.54,0.71,0.69,0.74,0.69,0.7,0.96,0.62,0.83,0.76,0.76,0.04,0.69,0.85,0.69,0.89,0.81,0.96,0.52
icescrum.csv,0.43,0.6,0.66,0.6,0.55,0.73,0.55,0.66,0.74,0.57,0.67,0.58,0.53,0.69,0.77,0.64,1.09,0.71,0.77,0.0
jbasic.csv,0.58,0.7,0.77,0.77,0.78,0.83,0.61,0.81,0.55,0.09,0.85,0.66,0.71,0.7,0.94,0.73,0.99,0.78,0.78,0.67
jgnash.csv,0.78,0.69,0.86,0.75,0.86,0.8,0.82,0.66,0.08,0.94,0.89,0.7,0.82,0.82,0.87,0.77,0.95,0.7,0.82,0.5
jrefactory.csv,0.6,0.66,0.03,0.83,0.71,0.78,0.71,0.66,0.93,0.86,0.66,0.91,0.82,0.6,0.74,0.73,0.88,0.64,0.81,0.61
jsecurity.csv,0.64,0.71,0.8,0.08,0.77,0.72,0.78,0.82,0.89,0.81,0.94,0.87,0.79,0.71,0.54,0.79,0.84,0.74,0.86,0.61
libopenmetaverse.csv,0.78,0.72,0.78,0.68,0.54,0.03,0.82,0.73,0.59,0.73,0.92,0.7,0.59,0.67,0.81,0.8,0.96,0.67,0.86,0.78
mobicents.csv,0.56,0.64,0.87,0.71,0.53,0.72,0.02,0.58,0.72,0.58,0.69,0.69,0.62,0.58,0.87,0.61,0.9,0.68,0.71,0.67
mp-rechnungs-und-kundenverwaltung.csv,0.74,0.64,0.75,0.57,0.68,0.88,0.63,0.61,0.83,0.68,0.9,0.73,0.75,0.06,0.84,0.77,0.85,0.7,0.68,0.68
opendvr.csv,0.82,0.8,0.67,0.82,0.88,0.96,0.65,0.76,0.83,0.81,0.57,0.56,0.81,0.89,0.67,0.84,0.97,0.89,0.14,0.82
openefm.csv,0.67,0.12,0.84,0.62,0.54,0.79,0.62,0.74,0.6,0.63,0.98,0.86,0.48,0.6,0.71,0.65,1.02,0.63,0.83,0.68
sidekar.csv,0.6,0.75,0.91,0.52,0.0,0.64,0.63,0.48,0.57,0.49,0.54,0.55,0.64,0.76,0.62,0.74,0.91,0.61,0.65,0.52
wheat.csv,0.64,0.89,0.97,0.83,0.77,0.69,0.75,0.72,0.89,0.97,0.9,0.87,0.78,0.88,0.07,0.81,0.67,0.77,0.65,0.68
wsmt.csv,0.88,0.82,0.98,0.95,0.98,0.9,0.92,0.69,0.96,0.97,0.94,1.01,0.98,1.0,0.8,0.9,0.07,0.79,0.97,0.9
yarp0.csv,0.58,0.71,0.69,0.61,0.64,0.81,0.68,0.82,0.85,0.81,0.83,0.06,0.71,0.72,0.6,0.7,0.89,0.63,0.89,0.49
