,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,7.0,9.0,1.0
freedom-erp.csv,1.0,77.0,0.0,114.0,0.0,225.0,0.0,0.0,56.0,67.0,66.0
haggle.csv,0.0,3.0,1.0,0.0,0.0,3.0,9.0,4.0,5.0,67.0,1.0
jchassis.csv,60.0,77.0,78.0,114.0,68.0,225.0,147.0,166.0,56.0,0.0,66.0
jmoney.csv,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,4.0,67.0,0.0
jsidplay2.csv,4.0,4.0,0.0,9.0,0.0,0.0,1.0,1.0,17.0,67.0,1.0
madman.csv,60.0,77.0,1.0,1.0,0.0,0.0,0.0,166.0,0.0,67.0,0.0
matrex.csv,8.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,9.0,67.0,66.0
mediate.csv,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,67.0,1.0
primefaces.csv,16.0,3.0,2.0,0.0,2.0,0.0,0.0,3.0,24.0,67.0,0.0
tmva.csv,8.0,9.0,2.0,1.0,2.0,0.0,1.0,1.0,12.0,67.0,0.0
