,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,1.0,0.54,0.31,0.31,0.27,0.29,0.45,0.16,0.57,0.66,0.12,0.24,0.62,0.04,0.0,0.1
customsagetv.csv,0.0,0.05,0.07,0.04,0.25,0.02,0.06,0.05,0.0,0.0,0.98,0.0,0.0,0.0,0.15,0.02
glas.csv,0.54,0.41,0.48,0.5,0.46,0.41,0.56,0.5,0.64,0.58,0.68,0.5,0.73,0.96,0.59,0.57
intact.csv,0.61,0.0,0.0,1.0,0.0,0.76,0.33,0.48,0.65,0.0,0.57,0.46,0.23,0.5,0.48,0.0
japano.csv,0.49,0.4,0.0,0.48,0.48,1.0,0.45,0.4,0.69,0.0,0.09,0.52,0.31,0.21,0.21,0.42
jas.csv,0.0,0.0,0.02,0.0,0.12,0.0,0.0,0.2,0.0,0.0,0.02,0.0,0.0,0.0,0.9,0.0
lazarus-ccr.csv,0.29,0.97,0.69,0.56,0.29,0.29,0.47,0.6,0.49,0.33,0.2,0.43,0.22,0.6,0.74,0.15
officefloor.csv,0.53,0.52,0.44,0.43,0.31,0.54,0.4,0.53,0.87,0.53,0.81,0.58,0.84,0.46,0.0,0.5
primefaces.csv,0.27,0.38,0.0,0.52,0.53,0.42,0.26,0.36,0.46,0.52,0.38,0.49,0.41,0.0,0.75,0.99
pustefix.csv,0.47,0.14,0.19,0.27,0.46,0.5,0.47,0.97,0.56,0.44,0.64,0.53,0.24,0.23,0.62,0.48
red5.csv,0.6,0.46,0.27,0.52,0.59,0.42,1.0,0.52,0.48,0.54,0.12,0.28,0.0,0.17,0.14,0.49
redshell.csv,0.0,0.57,0.97,0.5,0.4,0.41,0.46,0.49,0.69,0.52,0.1,0.29,0.23,0.0,0.66,0.59
rohxel.csv,0.69,0.46,0.51,0.56,1.0,0.61,0.54,0.55,0.5,0.59,0.67,0.51,0.42,0.66,0.52,0.48
roolo.csv,0.46,0.25,0.27,0.2,0.3,0.23,0.38,0.11,0.46,0.39,0.05,0.95,0.0,0.04,0.28,0.29
toped.csv,0.5,0.25,0.33,0.34,0.16,0.33,0.42,0.56,0.52,0.98,0.15,0.12,0.45,0.46,0.14,0.1
xreal.csv,0.0,0.0,0.04,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.15,0.0,1.0,0.0,0.0,0.0
