,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0
customsagetv.csv,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1376.0,59.0,0.0,56.0,183.0,91.0,0.0,2.0
glas.csv,5.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,121.0,0.0,0.0,0.0,9.0,0.0,10.0,1.0
intact.csv,4.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0,123.0,0.0,0.0,0.0,93.0,2.0,43.0,2.0
japano.csv,7.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,95.0,0.0,0.0,0.0,39.0,5.0,10.0,1.0
jas.csv,49.0,51.0,0.0,102.0,0.0,133.0,71.0,4.0,1376.0,59.0,0.0,56.0,183.0,91.0,0.0,66.0
lazarus-ccr.csv,9.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,84.0,0.0,1.0,0.0,36.0,4.0,0.0,1.0
officefloor.csv,7.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,26.0,5.0,124.0,2.0
primefaces.csv,9.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,252.0,0.0,0.0,0.0,39.0,6.0,0.0,0.0
pustefix.csv,2.0,5.0,0.0,6.0,1.0,0.0,0.0,0.0,285.0,0.0,0.0,0.0,19.0,0.0,35.0,2.0
red5.csv,7.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,279.0,0.0,5.0,3.0,183.0,5.0,6.0,0.0
redshell.csv,10.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,68.0,0.0,3.0,3.0,9.0,6.0,30.0,0.0
rohxel.csv,3.0,4.0,0.0,10.0,0.0,0.0,0.0,3.0,109.0,0.0,0.0,2.0,58.0,7.0,6.0,2.0
roolo.csv,1.0,0.0,0.0,6.0,1.0,0.0,0.0,3.0,211.0,0.0,4.0,0.0,183.0,0.0,10.0,0.0
toped.csv,6.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,40.0,0.0,1.0,0.0,110.0,3.0,4.0,0.0
xreal.csv,49.0,51.0,0.0,102.0,0.0,133.0,71.0,84.0,1376.0,59.0,0.0,56.0,0.0,91.0,124.0,66.0
