,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,1.0,0.47,0.93,0.5,0.82,0.94,0.64,0.38,0.08,0.9,0.56,0.5,0.06,0.33,0.0,0.75
customsagetv.csv,0.0,0.25,1.0,0.5,0.8,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.33,0.33
glas.csv,0.52,0.44,0.96,0.35,0.77,0.94,0.65,0.3,0.03,0.88,0.69,0.34,0.05,1.0,0.08,0.63
intact.csv,0.58,0.46,0.94,1.0,0.76,0.96,0.56,0.26,0.04,0.84,0.59,0.35,0.01,0.39,0.05,0.59
japano.csv,0.55,0.43,0.96,0.26,0.89,1.0,0.63,0.23,0.04,0.85,0.54,0.33,0.02,0.41,0.07,0.57
jas.csv,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
lazarus-ccr.csv,0.35,1.0,0.98,0.29,0.61,0.87,0.56,0.3,0.03,0.74,0.31,0.38,0.01,0.43,0.15,0.83
officefloor.csv,0.5,0.46,0.96,0.32,0.76,0.94,0.56,0.26,1.0,0.93,0.74,0.37,0.05,0.34,0.0,0.61
primefaces.csv,0.45,0.73,0.96,0.3,0.77,0.91,0.55,0.29,0.02,0.85,0.41,0.33,0.03,0.4,0.1,0.98
pustefix.csv,0.73,0.19,0.97,0.26,0.73,0.95,0.66,1.0,0.03,0.88,0.62,0.35,0.03,0.64,0.1,0.56
red5.csv,0.57,0.59,0.95,0.35,0.88,0.96,1.0,0.44,0.02,0.9,0.2,0.24,0.0,0.38,0.06,0.75
redshell.csv,0.52,0.49,0.99,0.27,0.82,0.94,0.59,0.24,0.04,0.85,0.18,0.33,0.01,0.4,0.09,0.67
rohxel.csv,0.62,0.4,0.95,0.29,1.0,0.95,0.73,0.27,0.04,0.87,0.61,0.37,0.02,0.46,0.09,0.58
roolo.csv,0.61,0.5,0.98,0.29,0.91,1.0,0.78,0.25,0.04,0.86,0.29,0.95,0.0,0.33,0.04,0.56
toped.csv,0.51,0.45,0.94,0.35,0.83,0.95,0.57,0.5,0.04,0.98,0.6,0.14,0.02,0.44,0.04,0.75
xreal.csv,0.0,0.0,1.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
