,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.38,0.33,0.53,0.88,0.73,0.55,0.5,0.88,0.68,0.38,0.89,0.88,0.62,0.67,0.82,0.75
customsagetv.csv,0.0,0.75,0.92,0.5,0.9,0.67,0.5,0.5,0.92,0.0,0.51,0.0,0.8,0.0,0.67,0.67
glas.csv,0.39,0.42,0.53,0.6,0.55,0.59,0.49,0.49,0.5,0.44,0.46,0.55,0.53,0.63,0.68,0.42
intact.csv,0.3,0.35,0.51,0.73,0.37,0.47,0.36,0.62,0.44,0.32,0.34,0.44,0.57,0.45,0.54,0.33
japano.csv,0.34,0.36,0.46,0.42,0.74,0.49,0.34,0.41,0.41,0.32,0.31,0.56,0.38,0.47,0.43,0.35
jas.csv,0.0,0.0,0.75,0.0,0.75,0.0,0.0,0.88,0.88,0.0,0.0,0.0,0.5,0.0,0.86,0.0
lazarus-ccr.csv,0.8,0.61,0.64,0.41,0.56,0.62,0.47,0.46,0.58,0.78,0.76,0.67,0.57,0.6,0.59,0.83
officefloor.csv,0.47,0.54,0.87,0.84,0.43,0.56,0.4,0.55,0.97,0.56,0.46,0.56,0.63,0.58,0.8,0.67
primefaces.csv,0.4,0.91,0.46,0.37,0.4,0.42,0.33,0.41,0.58,0.38,0.43,0.42,0.39,0.47,0.39,0.44
pustefix.csv,0.53,0.94,0.97,0.85,0.53,0.79,0.66,0.77,0.7,0.54,0.5,0.65,0.97,0.91,0.8,0.58
red5.csv,0.37,0.59,0.7,0.53,0.52,0.45,0.44,0.52,0.59,0.48,0.8,0.57,0.97,0.92,0.94,0.67
redshell.csv,0.32,0.37,0.47,0.38,0.65,0.49,0.34,0.44,0.37,0.42,0.82,0.6,0.51,0.47,0.41,0.39
rohxel.csv,0.34,0.46,0.53,0.43,0.44,0.57,0.53,0.49,0.66,0.39,0.39,0.59,0.49,0.57,0.72,0.34
roolo.csv,0.5,0.9,0.84,0.94,0.73,0.88,0.78,0.88,0.86,0.52,0.86,0.8,0.91,0.67,0.92,0.61
toped.csv,0.36,0.73,0.5,0.65,0.83,0.53,0.5,0.58,0.5,0.33,0.9,0.64,0.39,0.47,0.71,0.75
xreal.csv,0.0,0.0,0.8,0.0,0.67,0.0,0.0,0.5,0.98,0.0,0.83,0.0,0.8,0.0,0.0,0.0
