,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.27,0.32,0.31,0.19,0.22
freenet.csv,0.3,0.22,0.26,0.28,0.3
mediaportal.csv,0.16,0.15,0.14,0.15,0.17
onotoa.csv,0.33,0.31,0.3,0.31,0.32
sqlpower-library.csv,0.24,0.34,0.34,0.31,0.37
