,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.81,0.66,0.81,0.76,0.24
freenet.csv,0.79,0.81,0.84,0.51,0.23
mediaportal.csv,0.89,0.9,0.76,0.77,0.34
onotoa.csv,0.59,0.49,0.87,0.33,0.12
sqlpower-library.csv,0.88,0.66,0.81,0.49,0.19
