,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,97.5,98.5,95.5,99.0,98.5,297.0,296.5,97.5,367.0,98.5,270.5,281.5,98.5,195.0
autowikibrowser.csv,97.5,192.0,171.0,99.0,98.5,198.0,197.5,295.0,563.0,664.0,180.0,281.5,98.5,195.0
cities3d.csv,196.0,28.5,95.5,99.0,96.5,99.0,91.5,97.5,0.0,294.0,180.0,288.5,0.0,43.5
kmatplot.csv,196.5,94.5,194.0,99.0,98.5,198.0,86.5,672.0,93.5,381.5,369.0,98.5,96.5,96.5
libarchive.csv,295.0,98.5,95.5,99.0,98.5,198.0,295.5,196.0,96.5,96.5,369.0,98.5,98.5,96.5
lphant.csv,99.0,98.5,95.5,99.0,98.5,297.0,296.5,394.0,653.5,195.5,186.0,98.5,98.5,195.0
mob-sen-plat.csv,295.0,192.0,181.0,99.0,98.5,198.0,197.5,295.0,367.0,197.5,464.5,98.5,98.5,195.0
mscore.csv,99.0,98.5,194.0,99.0,98.5,198.0,196.5,295.0,465.5,98.5,464.5,98.5,98.5,195.0
pidgin.csv,99.0,515.5,95.5,99.0,98.5,198.0,296.5,380.0,367.0,98.5,366.0,377.0,96.5,195.0
quickfast.csv,196.0,281.5,370.0,99.0,98.5,492.5,395.0,295.0,555.0,197.5,562.0,197.5,98.5,195.0
raygina.csv,366.0,192.0,0.0,99.0,97.5,198.0,85.5,196.5,88.5,368.0,464.5,283.5,88.5,195.0
riff-evolve.csv,97.5,98.5,95.5,99.0,98.5,297.0,98.5,189.0,367.0,195.5,270.5,281.5,98.5,96.5
upp-mirror.csv,97.5,94.5,154.0,99.0,98.5,92.5,197.5,189.0,275.5,96.5,239.5,478.0,98.5,173.0
wishmaster.csv,1131.5,72.5,266.5,1477.0,98.5,295.0,172.0,382.0,275.5,559.5,87.5,280.5,190.0,66.5
