,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.46,0.58,0.17,0.57,0.65,0.27,0.83,0.57,0.24,0.66,0.63,0.64,0.75,0.7
autowikibrowser.csv,0.52,0.49,0.43,0.53,0.72,0.17,0.77,0.69,0.3,0.54,0.68,0.71,0.75,0.59
cities3d.csv,0.31,0.07,0.51,0.48,0.43,0.29,0.04,0.59,0.0,0.38,0.46,0.55,0.0,0.08
kmatplot.csv,0.53,0.12,0.75,0.5,0.61,0.21,0.29,0.45,0.0,0.4,0.62,0.48,0.39,0.52
libarchive.csv,0.34,0.57,0.72,0.55,0.73,0.23,0.81,0.66,0.41,0.45,0.58,0.68,0.72,0.69
lphant.csv,0.47,0.55,0.71,0.53,0.73,0.25,0.8,0.67,0.25,0.59,0.64,0.72,0.68,0.62
mob-sen-plat.csv,0.37,0.54,0.86,0.55,0.73,0.19,0.79,0.73,0.28,0.63,0.6,0.66,0.77,0.65
mscore.csv,0.37,0.54,0.85,0.52,0.74,0.2,0.8,0.73,0.35,0.65,0.52,0.67,0.63,0.63
pidgin.csv,0.31,0.37,0.21,0.55,0.53,0.3,0.79,0.62,0.24,0.64,0.45,0.39,0.63,0.5
quickfast.csv,0.34,0.47,0.79,0.5,0.64,0.16,0.83,0.73,0.34,0.48,0.59,0.58,0.81,0.57
raygina.csv,0.48,0.68,0.0,0.37,0.33,0.25,0.32,0.61,0.32,0.37,0.55,0.55,0.4,0.64
riff-evolve.csv,0.42,0.45,0.11,0.56,0.68,0.3,0.72,0.53,0.16,0.7,0.62,0.6,0.65,0.5
upp-mirror.csv,0.35,0.34,0.11,0.42,0.74,0.06,0.6,0.55,0.21,0.41,0.14,0.51,0.57,0.32
wishmaster.csv,0.31,0.27,0.31,0.41,0.64,0.15,0.3,0.53,0.56,0.29,0.55,0.48,0.53,0.21
