,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.38,0.74,0.19,0.54,0.92,0.57,0.53,0.76
etics.csv,0.53,0.75,0.29,0.66,0.92,0.67,0.76,0.72
genecys.csv,0.19,0.67,0.24,0.4,0.94,0.39,0.42,0.65
kvs.csv,0.37,0.87,0.47,0.38,0.6,0.43,0.34,0.64
mcore3d.csv,0.67,0.77,0.22,0.49,0.88,0.52,0.53,0.8
miranda.csv,0.36,0.71,0.18,0.51,0.87,0.37,0.43,0.77
ogrehg.csv,0.42,0.73,0.17,0.61,0.94,0.53,0.73,0.7
passwordsafe.csv,0.27,0.71,0.15,0.51,0.93,0.5,0.62,0.68
