,olsrd.csv,reaper-ecad.csv,rtb-team.csv,autofac.csv,sidekar.csv,fluidium.csv,jsr308-langtools.csv,illumination.csv,buddata-ebxml-registry.csv
autofac.csv,0.56,0.8,0.58,0.78,0.43,0.51,0.59,0.39,0.47
buddata-ebxml-registry.csv,0.0,0.79,0.49,0.24,0.42,0.0,0.46,0.09,0.94
fluidium.csv,0.19,0.0,0.0,0.0,0.02,0.67,0.0,0.07,0.12
illumination.csv,0.46,0.0,0.0,0.0,0.0,0.13,0.27,0.83,0.0
jsr308-langtools.csv,0.58,0.53,0.44,0.53,0.74,0.34,0.93,0.51,0.75
olsrd.csv,0.73,0.73,0.67,0.44,0.33,0.17,0.62,0.33,0.19
reaper-ecad.csv,0.09,0.73,0.0,0.32,0.11,0.12,0.09,0.0,0.25
rtb-team.csv,0.4,0.0,0.75,0.12,0.1,0.0,0.0,0.0,0.0
sidekar.csv,0.0,0.0,0.0,0.51,0.79,0.0,0.0,0.0,0.68
