,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.58,0.77,0.68,1.04,0.76,0.7,0.62,0.74,0.86,0.83,0.55,0.77,0.82,0.0,0.72,0.87,0.92,0.76
archive-crawler.csv,0.65,0.9,0.79,0.79,0.66,0.91,0.51,0.96,0.88,0.72,0.76,0.0,0.84,0.63,0.66,0.8,0.82,0.81
customwars.csv,0.89,0.73,0.52,0.89,0.94,0.84,0.86,0.84,0.61,0.85,0.12,0.85,0.93,0.76,0.94,0.84,0.82,0.82
gbif-providertoolkit.csv,0.63,0.72,0.83,0.67,0.64,0.07,0.68,0.73,0.46,0.77,0.56,0.92,0.71,0.73,0.63,0.75,0.93,0.95
gss.csv,0.57,0.59,0.54,0.78,0.49,0.66,0.39,0.65,0.36,0.5,0.67,0.69,0.71,0.96,0.66,0.51,0.89,0.03
heekscad.csv,0.01,0.54,0.78,0.6,0.46,0.58,0.53,0.55,0.75,0.53,0.68,0.59,0.61,0.69,0.41,0.53,0.7,0.56
ikvm.csv,0.85,0.72,0.05,0.84,0.79,0.69,0.71,0.83,0.49,0.71,0.73,0.63,0.89,0.77,0.82,0.73,0.96,0.65
jaxen.csv,0.69,0.91,0.57,0.72,0.83,0.87,0.77,0.96,0.0,0.89,0.6,0.5,0.97,0.84,0.89,0.84,0.51,0.79
jcae.csv,0.76,0.84,0.69,0.0,0.7,0.86,0.79,0.9,0.61,0.81,0.83,0.91,0.79,0.72,0.77,0.88,0.96,0.87
levent.csv,0.49,0.59,0.61,0.51,0.53,0.54,0.69,0.09,0.74,0.58,0.68,0.81,0.73,0.75,0.52,0.64,0.78,0.72
nicepress.csv,0.72,0.57,0.78,0.7,0.88,0.6,0.79,0.93,0.64,0.0,0.96,0.84,0.88,0.86,0.68,0.81,0.92,0.73
pnotepad.csv,0.77,0.69,0.89,0.95,0.63,0.79,0.58,0.54,0.81,0.55,0.89,0.76,0.79,0.98,0.71,0.02,0.93,0.8
qcad2.csv,0.73,0.61,0.71,0.46,0.77,0.7,0.05,0.8,0.44,0.74,0.8,0.85,0.95,0.78,0.68,0.82,0.79,0.58
qedo.csv,0.98,0.97,0.87,0.8,0.91,1.01,0.98,1.0,1.01,0.97,1.0,0.96,1.0,1.0,1.0,0.88,0.18,0.91
quarkplusplus.csv,0.61,0.7,0.73,0.56,0.64,0.61,0.53,0.77,0.7,0.74,0.55,0.76,0.04,0.62,0.53,0.72,0.91,0.67
sigil.csv,0.68,0.75,0.93,0.68,0.56,0.52,0.45,0.45,0.63,0.59,0.59,0.77,0.54,0.73,0.02,0.8,0.88,0.77
xcsoar.csv,0.43,0.06,0.86,0.47,0.47,0.59,0.51,0.52,0.72,0.57,0.69,0.75,0.54,0.66,0.44,0.43,0.94,0.77
xuggle.csv,0.47,0.92,0.89,0.91,0.26,0.89,0.76,0.8,0.8,0.74,0.74,0.72,0.95,0.71,0.63,0.95,0.79,0.7
