,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.97,1.0,1.0,0.99,1.0,1.0
jahshaka.csv,0.51,0.82,0.38,0.35,0.6,0.64
jam-daq.csv,0.57,0.09,0.2,0.39,0.4,0.67
jatlas.csv,0.92,0.55,0.65,0.59,1.0,0.78
jedit.csv,0.77,0.64,0.6,1.0,0.8,0.96
open-media-library.csv,0.82,0.45,0.68,0.74,1.0,0.82
