,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,0.84,0.58,0.62,0.92,0.08,0.8,1.17,0.8,0.56,0.9,0.88,1.09
emulemorph.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17,1.0,1.0,1.0
jaxen.csv,0.85,1.0,0.81,0.82,0.96,1.0,1.0,0.0,0.67,0.85,1.0,1.0
jvcl.csv,0.77,1.0,0.06,0.94,0.98,0.62,1.2,0.87,1.0,0.75,1.0,1.0
m-m-m.csv,0.66,0.96,0.77,0.72,0.77,0.0,0.66,0.99,0.82,0.65,0.89,0.64
motu.csv,0.72,0.76,0.71,0.73,0.83,0.89,1.0,0.61,1.0,0.15,1.0,1.0
nh3d.csv,1.0,0.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.92,1.0
sarasvati.csv,0.8,0.75,1.0,0.09,1.0,1.0,1.01,1.0,1.0,0.88,0.89,1.0
wgs-assembler.csv,0.05,0.56,0.86,0.44,0.77,0.85,0.72,0.63,0.87,0.7,0.91,1.03
zabbix.csv,0.74,0.9,0.97,0.79,0.81,0.73,1.29,0.59,0.86,0.71,0.01,1.19
