,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,0.29,0.53,0.56,0.11,0.93,0.29,0.0,0.41,0.8,0.4,0.41,0.0
emulemorph.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0
jaxen.csv,0.18,0.0,0.23,0.22,0.05,0.0,0.0,1.0,0.38,0.18,0.0,0.0
jvcl.csv,0.3,0.0,0.95,0.11,0.14,0.44,0.0,0.39,0.0,0.41,0.0,0.0
m-m-m.csv,0.54,0.28,0.45,0.66,0.56,1.0,0.72,0.05,0.36,0.73,0.44,0.74
motu.csv,0.59,0.29,0.42,0.32,0.2,0.15,0.0,0.45,0.0,0.88,0.0,0.0
nh3d.csv,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0
sarasvati.csv,0.32,0.29,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.18,0.13,0.0
wgs-assembler.csv,0.96,0.68,0.22,0.81,0.36,0.28,0.66,0.44,0.2,0.56,0.38,0.0
zabbix.csv,0.59,0.28,0.13,0.52,0.52,0.6,0.0,0.59,0.45,0.61,1.0,0.0
