,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,0.26,0.02,0.13,0.06,0.96,0.81,0.0,0.04,0.09,0.19,0.3,0.0
emulemorph.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
jaxen.csv,0.55,0.0,0.3,0.33,1.0,0.0,0.0,1.0,0.22,0.67,0.0,0.0
jvcl.csv,0.4,0.0,1.0,0.02,0.09,0.95,0.0,0.04,0.0,0.2,0.0,0.0
m-m-m.csv,0.39,0.01,0.08,0.09,0.27,1.0,0.02,0.06,0.04,0.3,0.33,0.01
motu.csv,0.38,0.02,0.11,0.6,0.8,0.86,0.0,0.18,0.0,1.0,0.0,0.0
nh3d.csv,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
sarasvati.csv,0.31,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.88,0.0
wgs-assembler.csv,1.0,0.02,0.07,0.13,0.24,0.76,0.02,0.11,0.04,0.23,0.28,0.0
zabbix.csv,0.39,0.01,0.1,0.06,0.25,0.85,0.0,0.08,0.06,0.24,0.98,0.0
