,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.16,0.1,0.01,0.17,0.08,0.29,0.12,0.07,0.33,0.24,0.95,0.0,0.29,0.08
codeblocks.csv,0.81,0.19,1.0,0.21,0.68,0.36,0.31,0.97,0.87,0.48,0.67,0.57,0.0,0.46
ctrlr.csv,0.11,0.19,0.0,0.08,0.04,0.14,0.02,0.08,0.0,0.14,0.1,0.95,0.0,0.03
dvt.csv,0.24,0.64,0.47,0.46,0.41,0.21,0.98,0.12,0.0,0.33,0.38,0.19,0.29,0.26
flylinkdc.csv,1.0,0.19,0.0,0.21,0.08,0.5,0.29,0.22,0.07,0.33,0.24,0.19,0.14,0.39
kowari.csv,0.05,0.12,0.01,0.0,0.07,0.0,0.0,0.0,0.13,0.0,0.0,0.05,0.57,0.06
ldview.csv,0.68,0.31,1.0,0.31,0.65,0.71,0.5,0.33,0.33,1.0,0.24,0.38,0.86,0.59
maidsafe-dht.csv,0.32,0.05,0.03,0.0,0.01,1.0,0.07,0.2,0.33,0.1,0.19,0.14,0.0,0.09
n2cms.csv,0.57,0.33,0.44,0.92,0.1,0.43,0.4,0.34,0.4,0.43,0.57,0.19,0.71,0.51
nuttx.csv,0.76,0.81,0.76,0.9,0.99,0.64,0.81,0.64,0.47,0.24,0.62,0.52,0.71,0.51
rtb-team.csv,0.27,0.24,0.18,0.04,0.1,0.29,0.12,0.18,0.93,0.1,0.33,0.0,0.43,0.12
super-tux.csv,0.97,0.81,1.0,0.58,1.0,1.0,1.0,0.98,1.0,0.9,1.0,1.0,1.0,1.0
vdsf.csv,0.81,0.93,0.85,0.9,0.95,0.79,0.76,0.91,1.0,1.0,1.0,1.0,0.57,0.92
xbrlapi.csv,0.3,0.98,0.6,0.67,0.6,0.64,0.43,0.37,1.0,0.48,0.57,0.33,0.43,0.42
