,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.19,0.12,0.01,0.2,0.1,0.34,0.14,0.09,0.38,0.28,0.96,0.0,0.33,0.1
codeblocks.csv,0.63,0.22,0.05,0.25,0.4,0.39,0.35,0.96,0.57,0.49,0.56,0.56,0.0,0.48
ctrlr.csv,0.13,0.22,0.0,0.1,0.05,0.17,0.02,0.1,0.0,0.17,0.12,0.96,0.0,0.04
dvt.csv,0.28,0.49,0.51,0.48,0.44,0.24,0.98,0.15,0.0,0.37,0.41,0.23,0.33,0.28
flylinkdc.csv,1.0,0.23,0.0,0.25,0.1,0.52,0.33,0.26,0.09,0.38,0.28,0.22,0.17,0.42
kowari.csv,0.06,0.15,0.01,0.0,0.09,0.0,0.0,0.0,0.16,0.0,0.0,0.06,0.62,0.07
ldview.csv,0.65,0.35,0.0,0.34,0.5,0.64,0.53,0.38,0.38,1.0,0.28,0.41,0.75,0.54
maidsafe-dht.csv,0.37,0.06,0.04,0.0,0.01,1.0,0.09,0.24,0.38,0.12,0.23,0.17,0.0,0.11
n2cms.csv,0.59,0.37,0.48,0.93,0.12,0.46,0.44,0.39,0.45,0.47,0.59,0.22,0.59,0.55
nuttx.csv,0.49,0.29,0.2,0.58,0.99,0.55,0.68,0.65,0.46,0.27,0.58,0.53,0.5,0.53
rtb-team.csv,0.31,0.28,0.21,0.05,0.12,0.34,0.14,0.21,0.94,0.12,0.38,0.0,0.47,0.15
super-tux.csv,0.21,0.6,0.0,0.55,0.0,0.09,0.09,0.0,0.13,0.13,0.09,0.27,0.69,0.95
vdsf.csv,0.36,0.35,0.88,0.17,0.13,0.33,0.43,0.0,0.0,0.0,0.0,0.0,0.35,0.0
xbrlapi.csv,0.33,0.98,0.48,0.64,0.41,0.57,0.46,0.41,0.59,0.5,0.56,0.36,0.41,0.46
