,owlib.csv,baadengine.csv,barracudamvc.csv,sidekar.csv,springside.csv,jgnash.csv,jsr308-langtools.csv,owlapi.csv,ingex.csv
baadengine.csv,0.4,0.93,0.83,0.71,0.59,0.22,0.7,0.17,0.35
barracudamvc.csv,0.36,0.75,0.93,0.61,0.33,0.15,0.57,0.16,0.37
ingex.csv,0.51,0.71,0.84,0.65,0.27,0.13,0.58,0.24,0.51
jgnash.csv,0.5,0.73,0.82,0.71,0.55,0.37,0.87,0.27,0.51
jsr308-langtools.csv,0.56,0.8,0.85,0.64,0.34,0.19,0.93,0.33,0.62
owlapi.csv,0.45,0.74,1.0,0.61,0.3,0.15,0.68,0.36,0.38
owlib.csv,0.61,0.86,0.83,0.8,0.52,0.25,0.86,0.25,0.39
sidekar.csv,0.0,0.0,0.75,0.85,0.34,0.0,0.0,0.0,0.0
springside.csv,0.38,0.77,0.88,0.7,0.58,0.19,0.71,0.2,0.37
