,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,98.5,95.5,388.0,1247.0,96.5,292.5,98.5,197.5,177.0,98.5,778.5,96.5,99.0,2927.5,197.5,491.0,395.0,196.0
bigdata.csv,98.5,95.5,289.5,1408.0,412.0,487.5,98.5,197.5,264.5,96.5,191.0,96.5,98.5,4459.5,197.5,244.5,395.0,196.0
chaperon.csv,96.5,392.0,192.0,937.0,96.5,572.5,97.5,194.0,85.5,175.0,85.5,80.5,98.5,2593.5,296.0,392.5,197.0,181.0
e-bio-flow.csv,402.5,147.0,194.0,346.5,891.0,226.5,99.0,98.5,294.0,96.5,390.0,80.5,198.0,2462.5,98.5,99.0,480.5,97.5
exist.csv,98.5,392.0,388.0,2240.5,96.5,490.5,98.5,197.5,99.0,98.5,486.0,96.5,197.5,4169.5,197.5,99.0,395.0,196.0
freedom-erp.csv,674.0,81.5,93.5,1811.0,133.0,242.5,98.5,197.5,179.0,42.5,191.0,96.5,99.0,0.0,194.5,0.0,93.5,0.0
geotools.csv,98.5,194.0,388.0,1835.5,476.0,394.0,91.5,197.5,99.0,98.5,484.0,96.5,197.5,3410.5,98.5,195.0,395.0,196.0
jaxlib.csv,98.5,390.0,290.5,199.5,96.5,295.0,31.5,288.5,738.0,98.5,385.0,259.5,97.5,573.5,98.5,99.0,98.5,196.0
jppf-project.csv,98.5,392.0,192.0,1952.0,96.5,295.0,99.0,197.5,2031.0,98.5,581.0,96.5,198.0,2850.0,98.5,99.0,281.5,97.5
matrex.csv,98.5,93.5,194.0,723.0,61.5,97.5,98.5,95.5,86.5,98.5,89.5,96.5,97.5,154.0,98.5,94.5,98.5,183.0
mediate.csv,98.5,293.5,386.0,1012.5,382.0,489.5,97.5,390.5,99.0,98.5,482.0,96.5,98.5,1831.0,98.5,99.0,395.0,97.5
nunit.csv,97.5,194.0,388.0,1099.0,96.5,490.5,94.5,486.0,262.5,194.0,290.5,350.0,98.5,3684.5,98.5,99.0,474.5,196.0
octet.csv,98.5,392.0,388.0,2100.5,402.5,585.0,99.0,197.5,99.0,96.5,489.0,96.5,198.0,1257.5,197.5,99.0,580.5,196.0
pokenetonline.csv,98.5,392.0,388.0,1436.5,656.0,394.0,99.0,197.5,99.0,98.5,489.0,96.5,198.0,4063.0,197.5,99.0,395.0,196.0
reaper3d.csv,94.5,75.5,291.5,614.5,906.5,96.5,93.5,290.5,99.0,77.5,287.5,863.0,98.5,1731.0,98.5,392.5,382.0,353.0
simplewebservices.csv,97.5,392.0,388.0,1622.5,96.5,394.0,99.0,197.5,99.0,98.5,778.5,96.5,198.0,4496.5,197.5,195.5,296.0,196.0
stajistics.csv,97.5,95.5,194.0,1622.5,96.5,588.0,99.0,197.5,99.0,98.5,778.5,96.5,198.0,4048.5,197.5,491.0,296.0,196.0
swtfox.csv,98.5,391.0,450.5,513.0,96.5,295.0,99.0,197.5,294.5,96.5,247.5,640.5,197.5,3584.5,98.5,99.0,284.5,196.0
