,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.94,0.53,1.0,0.75,0.83,0.33,0.44,0.73,0.53,0.64,1.0,1.02,0.75,0.61,0.66,0.98,0.96,0.79
bigdata.csv,0.64,0.75,0.71,0.77,1.02,0.67,0.79,0.58,0.61,0.83,0.68,0.58,0.62,0.96,0.66,0.73,0.5,0.7
chaperon.csv,0.79,0.9,0.86,1.08,0.1,0.74,0.98,0.59,0.99,0.84,1.0,0.86,0.76,0.59,0.77,0.81,0.6,0.78
e-bio-flow.csv,0.86,0.79,0.44,0.52,1.11,0.89,0.71,0.85,0.97,0.75,0.69,0.88,0.57,0.64,0.56,0.6,0.71,0.61
exist.csv,1.0,1.0,1.0,1.03,1.0,0.61,0.77,0.34,1.0,1.0,0.82,1.01,0.89,0.84,0.53,0.99,0.98,0.94
freedom-erp.csv,0.81,0.97,0.71,0.9,0.76,0.76,0.9,0.9,0.86,0.93,0.38,0.73,0.77,1.0,0.79,1.0,0.9,1.0
geotools.csv,0.95,0.88,0.87,0.92,0.62,0.76,0.72,0.85,0.83,0.81,0.6,0.6,0.51,0.83,0.61,0.8,0.76,0.49
jaxlib.csv,0.56,0.78,0.82,0.06,1.05,0.66,0.98,0.86,0.69,0.74,0.95,0.78,0.78,0.88,0.72,0.76,0.79,0.85
jppf-project.csv,0.79,0.9,0.53,0.97,0.92,0.85,0.28,0.8,0.87,0.93,0.79,0.76,0.75,0.87,0.77,0.95,0.89,0.68
matrex.csv,0.87,0.51,0.72,0.6,0.75,0.51,0.65,0.95,0.23,0.8,0.65,0.72,0.76,1.0,0.91,0.75,0.79,0.75
mediate.csv,0.88,0.53,0.73,0.56,1.01,0.61,0.86,0.69,0.87,0.58,0.8,0.6,0.74,0.56,0.59,0.65,0.49,0.59
nunit.csv,0.92,0.51,0.75,0.85,0.55,0.85,0.8,0.93,0.94,0.85,0.75,0.77,0.63,0.93,0.64,0.87,0.43,0.56
octet.csv,0.84,0.93,0.77,1.34,0.87,0.68,0.75,0.95,0.76,0.58,0.89,0.24,0.64,0.49,0.76,1.0,0.58,0.49
pokenetonline.csv,0.91,0.94,0.72,0.94,0.74,0.97,0.88,1.0,0.89,0.31,0.89,0.4,0.68,0.88,0.95,0.67,0.72,0.46
reaper3d.csv,0.85,0.95,0.72,1.03,0.71,0.65,1.01,0.65,0.72,0.69,0.68,0.86,0.84,0.53,0.77,0.69,0.82,0.75
simplewebservices.csv,0.88,0.97,0.73,1.0,0.49,0.99,1.0,0.65,0.85,0.92,1.0,0.54,0.69,0.96,0.95,0.46,0.6,0.57
stajistics.csv,0.91,0.69,0.7,1.0,0.54,0.62,1.0,1.0,0.68,0.89,1.0,0.5,0.58,0.92,0.78,0.74,0.8,0.48
swtfox.csv,0.44,0.87,0.64,1.02,0.78,0.76,0.8,0.78,0.93,0.68,0.97,0.59,0.79,0.92,0.75,0.67,0.76,0.67
