,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.27,0.3,0.5,0.3,0.16
n2cms.csv,0.28,0.37,0.75,0.63,0.76
nassp.csv,0.24,0.18,0.33,0.2,0.16
nug.csv,0.64,0.15,0.36,0.39,0.4
oorexx.csv,0.18,0.3,0.61,0.35,0.36
