,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.45,0.2,0.32,0.22,0.57,0.25,0.4,0.21,0.48,0.27,0.17,0.74,0.98,0.15,0.65,0.61,0.22
bwapi.csv,0.6,0.22,0.29,0.23,0.64,0.59,0.51,0.17,0.57,0.16,0.37,0.79,0.7,0.2,0.75,0.99,0.2
co-ode-owl-plugins.csv,0.65,0.32,0.0,0.33,0.78,0.4,0.0,1.0,0.65,0.19,0.07,0.45,0.39,0.08,0.63,0.81,0.4
firebreath.csv,0.68,0.18,0.33,0.28,0.63,0.98,0.36,0.08,0.59,0.18,0.22,0.59,0.63,0.11,0.57,0.56,0.18
frogatto.csv,0.48,0.28,0.29,0.2,0.62,0.53,0.39,0.13,0.31,0.25,0.3,0.81,0.57,0.21,1.0,0.21,0.33
gretl.csv,0.72,0.26,0.27,0.23,0.71,0.54,0.51,0.32,0.57,0.2,0.27,0.99,0.71,0.22,0.66,0.61,0.16
jasperreports.csv,0.06,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.05,0.03,0.0
konversation.csv,0.11,0.36,0.96,0.16,0.3,0.12,0.0,0.0,0.17,0.0,0.11,0.41,0.41,0.33,0.33,0.05,0.14
linuxsh.csv,0.43,1.0,0.46,0.24,0.56,0.44,0.21,0.0,0.55,0.37,0.09,0.32,0.21,0.07,0.43,0.4,0.21
moviesandbox.csv,0.37,0.21,0.27,0.32,0.99,0.38,0.13,0.07,0.47,0.26,0.0,0.72,0.3,0.28,0.49,0.28,0.0
ontomorphtab.csv,0.99,0.15,0.38,0.23,0.58,0.44,0.39,0.16,0.27,0.29,0.17,0.19,0.29,0.15,0.7,0.28,0.17
opengs.csv,0.49,0.29,0.25,0.17,0.61,0.14,0.0,0.25,0.99,0.39,0.11,0.23,0.21,0.22,0.24,0.08,0.4
scite-ru.csv,0.75,0.34,0.27,0.31,0.63,0.5,0.93,0.32,0.65,0.19,0.26,0.54,0.48,0.1,0.59,0.44,0.18
tokratan.csv,0.0,0.0,0.0,0.0,0.09,0.03,0.0,0.0,0.04,1.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
vrjuggler.csv,0.74,0.2,0.25,0.17,0.04,0.5,0.42,0.29,0.46,0.13,0.97,0.7,0.65,0.1,0.44,0.17,0.19
wxcode.csv,0.0,0.0,0.67,0.12,0.16,0.03,0.17,0.0,0.07,0.12,0.0,0.22,0.18,0.39,0.2,0.05,1.0
xuggle.csv,0.56,0.13,0.48,0.99,0.25,0.23,0.34,0.31,0.51,0.16,0.34,0.38,0.64,0.05,0.35,0.02,0.44
