,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.61,0.56,0.64,0.64,0.44,0.71,0.48,0.55,0.4,0.52,0.63,0.4,0.51,0.51,0.43,0.68,0.55
bwapi.csv,0.44,0.4,0.39,0.46,0.39,0.39,0.32,0.38,0.44,0.52,0.37,0.33,0.32,0.39,0.45,0.56,0.44
co-ode-owl-plugins.csv,0.44,0.5,0.93,0.72,0.41,0.63,0.0,0.94,0.48,0.42,0.93,0.86,0.73,0.51,0.5,0.44,0.92
firebreath.csv,0.52,0.91,0.54,0.82,0.51,0.62,0.49,0.59,0.43,0.64,0.95,0.61,0.51,0.54,0.58,0.75,0.74
frogatto.csv,0.6,0.48,0.47,0.63,0.41,0.5,0.46,0.5,0.69,0.73,0.44,0.4,0.47,0.48,0.47,0.59,0.61
gretl.csv,0.44,0.47,0.45,0.56,0.39,0.43,0.39,0.42,0.36,0.42,0.45,0.44,0.43,0.49,0.39,0.51,0.51
jasperreports.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.96,0.0,0.5,0.0
konversation.csv,0.5,0.91,0.91,0.93,0.89,0.83,0.88,0.0,0.83,0.86,0.5,0.98,0.97,0.97,0.92,0.67,0.86
linuxsh.csv,0.73,0.91,0.86,0.98,0.49,0.71,0.86,0.92,0.6,0.67,0.83,0.79,0.95,0.57,0.7,0.7,0.92
moviesandbox.csv,0.88,0.64,0.7,0.74,0.49,0.86,0.9,0.91,0.56,0.57,0.0,0.62,0.88,0.81,0.56,0.67,0.75
ontomorphtab.csv,0.42,0.5,0.49,0.73,0.38,0.6,0.56,0.59,0.67,0.57,0.55,0.94,0.83,0.81,0.4,0.58,0.52
opengs.csv,0.61,0.67,0.75,0.98,0.45,0.89,0.0,0.93,0.62,0.67,0.67,0.95,0.95,0.59,0.83,0.8,0.67
scite-ru.csv,0.45,0.52,0.56,0.7,0.52,0.59,0.64,0.51,0.44,0.42,0.68,0.6,0.69,0.49,0.57,0.56,0.63
tokratan.csv,0.0,0.0,0.0,0.5,0.5,0.88,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.96,0.0,0.0,0.0
vrjuggler.csv,0.47,0.55,0.68,0.74,0.75,0.5,0.38,0.4,0.48,0.66,0.93,0.41,0.44,0.6,0.68,0.84,0.61
wxcode.csv,0.0,0.0,0.89,0.67,0.83,0.5,0.67,0.5,0.5,0.0,0.0,0.95,0.9,0.97,0.75,0.67,0.86
xuggle.csv,0.65,0.75,0.71,0.98,0.91,0.95,0.5,0.49,0.55,0.51,0.7,0.69,0.58,0.57,0.69,0.0,0.64
