,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.34,0.45,0.5,0.57,0.57,0.2,0.48,0.39,0.63,0.73,0.19,0.65,0.98,0.62,0.75,0.48,0.57
bwapi.csv,0.46,0.45,1.0,0.89,0.64,0.93,0.9,0.39,0.59,0.4,0.81,0.7,0.73,0.96,0.69,0.98,0.71
co-ode-owl-plugins.csv,0.57,1.0,0.0,0.63,0.91,0.42,0.0,1.0,0.8,0.93,0.06,0.3,0.31,0.73,0.61,0.87,0.57
firebreath.csv,0.74,0.18,0.67,0.48,0.59,0.98,0.62,0.17,0.81,0.53,0.25,0.48,0.62,0.85,0.53,0.43,0.43
frogatto.csv,0.34,0.45,0.83,0.76,0.55,0.67,0.67,0.22,0.24,0.4,0.56,0.76,0.47,1.0,1.0,0.13,1.0
gretl.csv,0.8,0.73,1.0,0.93,0.89,0.88,0.9,0.83,0.96,0.93,0.38,0.99,0.76,1.0,0.78,0.54,0.57
jasperreports.csv,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.06,0.0,0.0,0.0,0.0,1.0,0.03,0.02,0.0
konversation.csv,0.06,0.36,0.92,0.11,0.18,0.07,0.0,0.0,0.09,0.0,0.06,0.28,0.34,0.38,0.22,0.02,0.14
linuxsh.csv,0.29,1.0,0.5,0.24,0.5,0.35,0.14,0.0,0.56,0.73,0.06,0.19,0.12,0.58,0.33,0.27,0.29
moviesandbox.csv,0.23,0.45,0.5,0.48,0.98,0.28,0.1,0.06,0.44,0.53,0.0,0.62,0.2,0.54,0.42,0.17,0.0
ontomorphtab.csv,1.0,0.09,0.75,0.37,0.5,0.4,0.43,0.28,0.22,0.67,0.19,0.1,0.18,0.35,0.69,0.18,0.43
opengs.csv,0.37,0.18,0.17,0.17,0.52,0.08,0.0,0.22,0.98,0.67,0.06,0.13,0.12,0.62,0.14,0.04,0.29
scite-ru.csv,0.94,1.0,0.58,0.59,0.61,0.53,0.95,0.89,0.93,0.93,0.38,0.39,0.4,0.92,0.58,0.32,0.43
tokratan.csv,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.0,0.02,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
vrjuggler.csv,0.89,0.36,0.58,0.41,0.02,0.77,0.76,1.0,0.56,0.33,0.94,0.58,0.59,0.58,0.39,0.1,0.71
wxcode.csv,0.0,0.0,0.58,0.07,0.09,0.02,0.1,0.0,0.04,0.07,0.0,0.12,0.1,0.42,0.11,0.02,1.0
xuggle.csv,0.57,0.09,0.58,0.98,0.16,0.15,0.48,0.89,0.67,0.67,0.56,0.24,0.65,0.42,0.25,0.01,1.0
