,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.41,0.36,0.7,0.67,1.0,0.01
flylinkdc.csv,0.97,0.39,0.55,0.67,0.26,0.01
ltp.csv,0.36,0.24,0.99,0.0,0.2,0.0
pfaedit.csv,0.46,0.34,0.61,0.98,0.29,0.01
powerfolder-.csv,0.25,1.0,0.51,0.5,0.5,0.01
qtwin.csv,0.0,0.0,0.0,0.0,0.0,1.0
