,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.77,0.61,0.7,0.93,0.14,0.39
flylinkdc.csv,0.01,0.66,0.93,0.61,0.68,0.44
ltp.csv,0.89,0.83,0.02,1.0,0.93,1.03
pfaedit.csv,0.48,0.65,0.83,0.06,0.61,0.36
powerfolder-.csv,0.97,0.06,0.92,0.98,0.79,0.67
qtwin.csv,1.0,1.0,1.0,1.0,1.0,0.0
