,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.31,0.43,0.57,0.13,0.92,0.01
flylinkdc.csv,0.99,0.39,0.14,0.6,0.3,0.01
ltp.csv,0.17,0.23,0.99,0.0,0.11,0.0
pfaedit.csv,0.52,0.46,0.38,0.96,0.34,0.02
powerfolder-.csv,0.05,0.97,0.2,0.04,0.3,0.02
qtwin.csv,0.0,0.0,0.0,0.0,0.0,1.0
