,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.39,0.42,0.4,0.4
jajuk.csv,0.38,0.37,0.33,0.29
vapor.csv,0.43,0.5,0.51,0.6
zorannt.csv,0.47,0.5,0.54,0.42
