,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.65,0.0,0.33,0.0,1.0
mediaportal.csv,0.24,0.28,0.0,0.25,0.18
poormans.csv,0.24,0.02,0.11,0.9,0.15
smartgwt.csv,0.41,0.19,0.61,0.4,0.49
sqlpower-library.csv,0.29,0.45,0.83,0.96,0.79
