,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,0.0,6.0,0.0,13.0,2.0,4.0,0.0,2.0,0.0,7.0,1.0,14.0,0.0,2.0,1.0,6.0,4.0,0.0,0.0
apolloplayer.csv,4.0,0.0,69.0,22.0,4.0,29.0,0.0,2.0,0.0,0.0,1.0,14.0,0.0,2.0,1.0,5.0,6.0,0.0,0.0
auber.csv,3.0,1.0,1.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0
cortex-vfx.csv,10.0,1.0,4.0,12.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,15.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0
growl-for-windows.csv,6.0,22.0,0.0,5.0,1.0,3.0,0.0,1.0,0.0,1.0,25.0,12.0,3.0,3.0,2.0,0.0,5.0,0.0,0.0
ifmo-game-1.csv,282.0,2.0,69.0,125.0,6.0,0.0,236.0,118.0,0.0,4.0,125.0,64.0,62.0,1.0,0.0,0.0,1.0,53.0,51.0
ildjit.csv,282.0,102.0,69.0,0.0,2.0,83.0,236.0,1.0,0.0,121.0,125.0,4.0,0.0,158.0,2.0,257.0,31.0,0.0,1.0
jfreereport.csv,3.0,0.0,0.0,10.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,13.0,2.0,1.0,25.0,0.0,0.0
keyczar.csv,3.0,10.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,12.0,2.0,3.0
moast.csv,9.0,0.0,0.0,11.0,8.0,5.0,0.0,3.0,0.0,1.0,1.0,18.0,3.0,0.0,3.0,0.0,12.0,1.0,1.0
opde.csv,8.0,4.0,0.0,23.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,17.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0
openfrag.csv,20.0,8.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0
passwordsafe.csv,2.0,0.0,1.0,11.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,15.0,0.0,0.0,5.0,1.0,7.0,0.0,1.0
ppcboot.csv,22.0,2.0,0.0,12.0,2.0,3.0,0.0,0.0,0.0,1.0,17.0,2.0,3.0,0.0,2.0,0.0,9.0,0.0,1.0
quark.csv,0.0,102.0,69.0,125.0,1.0,83.0,236.0,118.0,101.0,1.0,125.0,0.0,62.0,0.0,0.0,0.0,2.0,1.0,51.0
super-tux.csv,9.0,0.0,0.0,11.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,15.0,3.0,0.0,3.0,0.0,12.0,3.0,0.0
synergyspace.csv,3.0,11.0,2.0,6.0,3.0,83.0,0.0,4.0,0.0,1.0,0.0,16.0,0.0,0.0,2.0,0.0,5.0,2.0,0.0
wikipediardware.csv,9.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,17.0,2.0,0.0,4.0,1.0,12.0,0.0,0.0
xtreemfs.csv,3.0,1.0,0.0,6.0,0.0,10.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0
