,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,0.97,0.92,0.83,0.79,1.0,0.95,0.8,0.86,0.8,0.94,0.74,0.47,0.5,0.68,0.96,0.95,0.96,0.64,0.89
apolloplayer.csv,0.5,0.79,0.86,0.42,0.86,0.71,0.6,0.66,0.83,0.9,0.62,0.38,0.92,0.58,0.71,0.96,0.61,0.52,0.45
auber.csv,0.68,0.54,0.59,0.7,0.59,0.51,0.63,0.58,0.47,0.51,0.53,0.93,0.68,0.71,0.68,0.72,0.64,0.55,0.54
cortex-vfx.csv,0.96,0.57,0.67,0.65,0.92,0.93,0.85,0.95,0.9,0.96,0.9,0.54,0.8,0.93,0.9,0.91,0.93,0.89,0.79
growl-for-windows.csv,0.49,0.5,0.43,0.52,0.63,0.57,0.64,0.55,0.47,0.57,0.8,0.44,0.6,0.53,0.61,0.65,0.44,0.57,0.75
ifmo-game-1.csv,0.0,0.92,0.8,0.0,0.88,0.86,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.83,0.67,0.93,0.5,0.0,0.0
ildjit.csv,0.67,0.0,0.0,0.96,0.96,0.75,0.0,0.75,0.8,0.0,0.75,0.9,0.86,0.5,0.9,0.5,0.97,0.5,0.67
jfreereport.csv,0.98,0.94,0.91,0.96,0.99,0.92,0.83,0.97,0.88,0.97,0.97,0.7,0.89,0.98,0.98,0.86,0.99,0.94,0.94
keyczar.csv,0.47,0.49,0.39,0.97,0.72,0.54,0.61,0.58,0.83,0.57,0.47,0.9,0.45,0.48,0.98,0.71,0.57,0.5,0.42
moast.csv,0.46,0.45,0.38,0.4,0.42,0.47,0.66,0.45,0.45,0.4,0.52,0.43,0.46,0.45,0.31,0.43,0.42,0.36,0.52
opde.csv,0.83,0.88,0.74,0.85,0.71,0.74,0.92,0.65,0.56,0.64,0.64,0.37,0.88,0.73,0.5,0.43,0.87,0.62,0.54
openfrag.csv,0.49,0.45,0.51,0.4,0.43,0.59,0.57,0.53,0.49,0.47,0.58,0.44,0.92,0.51,0.56,0.4,0.46,0.56,0.42
passwordsafe.csv,0.69,0.5,0.52,0.43,0.55,0.54,0.59,0.62,0.63,0.56,0.49,0.36,0.83,0.63,0.5,0.86,0.65,0.6,0.49
ppcboot.csv,0.58,0.52,0.58,0.49,0.54,0.55,0.75,0.56,0.54,0.58,0.58,0.7,0.95,0.61,0.53,0.64,0.74,0.8,0.56
quark.csv,0.8,0.0,0.5,0.0,0.67,0.0,0.0,0.0,0.0,0.5,0.0,0.85,0.0,0.86,0.94,0.94,0.92,0.5,0.0
super-tux.csv,0.4,0.44,0.36,0.4,0.42,0.44,0.57,0.42,0.44,0.39,0.41,0.44,0.43,0.41,0.34,0.47,0.42,0.39,0.41
synergyspace.csv,0.68,0.73,0.89,0.55,0.99,0.94,0.73,0.81,0.82,0.94,0.96,0.4,0.8,0.96,0.57,0.86,0.98,0.67,0.83
wikipediardware.csv,0.4,0.45,0.36,0.39,0.42,0.46,0.52,0.44,0.46,0.38,0.44,0.38,0.44,0.42,0.3,0.38,0.42,0.33,0.46
xtreemfs.csv,0.41,0.38,0.39,0.36,0.43,0.43,0.39,0.41,0.41,0.41,0.45,0.65,0.57,0.41,0.34,0.44,0.42,0.43,0.39
