,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,1.0,0.23,0.67,0.15,0.13,0.1,0.47,0.55,0.9,0.44,0.23,0.19,1.0,0.3,0.96,0.2,0.42,0.76,0.56
apolloplayer.csv,0.12,1.0,0.0,0.23,0.21,0.06,0.51,0.54,0.93,0.8,0.24,0.23,0.69,0.33,0.93,0.32,0.21,0.67,0.74
auber.csv,0.18,0.31,0.41,0.15,0.16,0.08,0.59,0.56,0.95,1.0,0.24,0.07,0.86,0.57,0.85,0.91,0.26,0.45,0.82
cortex-vfx.csv,0.18,0.3,0.33,0.1,0.16,0.21,0.47,0.48,0.95,0.48,0.2,0.22,0.8,0.52,0.9,0.64,1.0,0.89,0.86
growl-for-windows.csv,0.19,0.23,0.41,0.19,0.16,0.08,0.49,0.51,0.97,0.69,0.11,0.26,0.73,0.3,0.8,0.65,0.29,1.0,0.25
ifmo-game-1.csv,0.0,0.42,0.0,0.0,0.25,1.0,0.0,0.0,1.0,0.29,0.0,0.0,0.0,0.5,1.0,0.8,0.5,0.0,0.0
ildjit.csv,0.0,0.0,0.0,1.0,0.15,0.0,0.0,0.5,1.0,0.0,0.0,0.1,1.0,0.0,0.6,0.0,0.03,1.0,0.33
jfreereport.csv,0.16,0.29,0.45,0.18,0.99,0.08,0.56,0.6,0.97,0.42,0.31,0.13,0.78,0.31,0.92,0.83,0.2,0.89,0.65
keyczar.csv,0.1,0.23,0.32,0.17,0.12,0.06,0.55,0.52,0.97,0.53,0.26,0.1,0.98,0.3,0.86,0.98,0.2,0.55,0.78
moast.csv,0.16,0.21,0.34,0.23,0.13,0.08,0.57,0.54,0.95,0.55,0.21,0.22,0.76,0.34,0.85,1.0,0.22,0.59,0.74
opde.csv,0.15,0.28,1.0,0.08,0.17,0.07,0.73,0.57,1.0,0.52,0.25,0.19,0.88,0.45,0.91,0.94,0.32,0.69,0.82
openfrag.csv,0.14,0.27,0.41,0.23,0.17,0.09,0.53,0.98,0.99,0.64,0.29,0.25,0.77,0.43,0.86,0.93,0.25,0.71,0.73
passwordsafe.csv,0.2,0.35,0.33,0.22,0.2,0.09,0.54,0.76,0.92,0.62,0.23,0.21,0.92,1.0,0.93,0.24,0.34,0.77,0.76
ppcboot.csv,0.2,0.29,0.45,0.24,0.17,0.06,0.99,0.62,0.95,0.57,0.18,0.35,0.73,0.41,0.9,0.93,0.16,0.8,0.72
quark.csv,0.6,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.86,0.81,0.38,0.38,0.5,0.0
super-tux.csv,0.13,0.23,0.35,0.23,0.16,0.08,0.53,0.56,1.0,0.55,0.29,0.16,0.76,0.38,0.92,0.99,0.22,0.57,0.73
synergyspace.csv,0.13,0.15,0.47,0.17,0.25,0.0,0.53,0.59,0.95,0.35,1.0,0.2,0.8,0.41,0.95,0.29,0.27,0.67,0.7
wikipediardware.csv,0.11,0.25,0.33,0.29,0.13,0.07,0.48,0.54,0.96,0.61,0.23,0.17,0.74,0.37,0.85,0.89,0.22,0.56,0.97
xtreemfs.csv,0.15,0.33,0.32,0.23,0.18,0.09,0.47,0.59,0.98,0.68,0.23,0.29,0.78,0.43,1.0,0.97,0.28,0.57,0.91
