,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,0.82,0.14,0.19,0.27,0.18,0.33,0.37,0.39,0.32,0.12,0.54,0.53,0.05,0.45,0.09,0.02,0.16,0.66,0.16
apolloplayer.csv,0.52,1.0,0.0,0.44,0.32,0.32,0.49,0.49,0.4,0.15,0.62,0.57,0.22,0.51,0.4,0.04,0.42,0.52,0.44
auber.csv,0.48,0.53,0.47,0.24,0.59,0.53,0.49,0.44,0.58,1.0,0.63,0.1,0.44,0.47,0.36,0.53,0.44,0.27,0.62
cortex-vfx.csv,0.3,0.42,0.36,0.17,0.25,0.48,0.21,0.18,0.25,0.19,0.1,0.59,0.2,0.3,0.33,0.04,0.92,0.49,0.37
growl-for-windows.csv,0.56,0.5,0.63,0.42,0.49,0.45,0.4,0.48,0.42,0.4,0.18,0.67,0.27,0.45,0.33,0.16,0.55,0.98,0.04
ifmo-game-1.csv,0.0,0.25,0.0,0.0,0.01,1.0,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.06,0.01,0.06,0.01,0.0,0.0
ildjit.csv,0.0,0.0,0.0,0.92,0.02,0.0,0.0,0.04,0.06,0.0,0.0,0.1,0.18,0.0,0.02,0.0,0.01,0.07,0.04
jfreereport.csv,0.28,0.25,0.24,0.2,0.92,0.33,0.32,0.31,0.36,0.25,0.42,0.34,0.18,0.27,0.18,0.38,0.3,0.49,0.32
keyczar.csv,0.43,0.55,0.42,0.2,0.29,0.42,0.59,0.41,0.39,0.51,0.49,0.1,0.99,0.47,0.21,0.41,0.52,0.34,0.65
moast.csv,0.53,0.13,0.17,0.0,0.27,0.2,0.63,0.09,0.0,0.27,0.49,0.59,0.27,0.2,0.42,1.0,0.0,0.33,0.47
opde.csv,0.41,0.33,0.93,0.16,0.51,0.44,0.47,0.54,0.58,0.42,0.55,0.29,0.36,0.5,0.61,0.8,0.43,0.35,0.62
openfrag.csv,0.56,0.63,0.62,0.0,0.66,0.55,0.0,0.96,0.7,0.65,0.53,0.63,0.25,0.63,0.45,0.8,0.62,0.61,0.0
passwordsafe.csv,0.46,0.6,0.39,0.34,0.55,0.54,0.33,0.44,0.38,0.53,0.57,0.39,0.27,0.93,0.67,0.04,0.55,0.7,0.61
ppcboot.csv,0.65,0.67,0.6,0.57,0.66,0.42,0.98,0.64,0.56,0.51,0.41,0.57,0.36,0.56,0.57,0.63,0.36,0.26,0.48
quark.csv,0.1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,1.0,0.0,0.13,0.05,0.04,0.07,0.04,0.0
super-tux.csv,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.09,0.99,0.09,0.66,0.4,0.0,0.27,0.81,0.88,0.0,0.41,0.0
synergyspace.csv,0.46,0.24,0.4,0.27,0.16,0.0,0.55,0.28,0.4,0.11,0.97,0.44,0.1,0.22,0.57,0.01,0.21,0.32,0.43
wikipediardware.csv,0.17,0.36,0.31,0.68,0.13,0.38,0.39,0.24,0.6,0.64,0.5,0.28,0.26,0.57,0.36,0.27,0.09,0.22,0.99
xtreemfs.csv,0.57,0.67,0.47,0.55,0.68,0.54,0.43,0.58,0.63,0.7,0.48,0.42,0.42,0.62,0.99,0.92,0.69,0.35,0.59
