,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.35,0.33,0.0,0.75,0.0,0.28,0.22,0.0,0.0,0.67,0.31,0.0,0.1,1.0
codeblocks.csv,0.44,0.46,0.12,0.65,0.91,0.22,0.4,0.82,0.0,0.39,0.19,0.41,0.18,0.99
ctrlr.csv,0.2,0.67,0.0,0.41,0.7,0.06,0.18,0.56,0.27,0.43,0.22,0.43,0.0,0.9
dvt.csv,0.31,0.46,0.12,0.33,0.0,0.14,0.49,0.81,0.29,0.3,0.27,0.42,0.0,0.97
flylinkdc.csv,0.51,0.54,0.08,0.41,0.82,0.24,0.29,0.81,0.29,0.48,0.25,0.25,0.08,0.97
kowari.csv,0.65,0.55,0.27,0.39,0.84,0.29,0.27,0.81,0.35,0.37,0.37,0.26,0.21,0.96
ldview.csv,0.27,0.5,0.13,0.44,0.78,0.21,0.32,0.79,0.8,0.56,0.23,0.24,0.1,0.97
maidsafe-dht.csv,0.4,0.53,0.16,0.47,0.79,0.38,0.24,0.79,0.32,0.75,0.34,0.15,0.08,1.0
n2cms.csv,0.31,0.55,0.13,0.63,0.82,0.26,0.38,0.89,0.73,0.42,0.27,0.13,0.1,0.98
nuttx.csv,0.42,0.35,0.13,0.5,0.88,0.27,0.25,0.85,0.33,0.47,0.07,0.32,0.14,0.98
rtb-team.csv,0.56,0.73,0.0,0.47,0.0,0.36,0.39,1.0,0.75,0.5,0.32,0.2,0.07,0.9
super-tux.csv,0.26,0.4,0.13,0.41,0.79,0.26,0.33,0.76,0.45,0.39,0.22,0.25,0.16,1.0
vdsf.csv,0.24,0.57,0.21,0.42,0.77,0.19,0.3,0.76,0.29,0.39,0.21,0.22,0.04,0.95
xbrlapi.csv,0.38,0.67,0.0,0.41,0.0,0.23,0.45,0.89,0.24,0.45,0.31,0.4,0.02,0.5
