,zorannt.csv,dvt.csv,bloodycore.csv,dvd-create.csv,gbif-indexingtoolkit.csv,aime.csv,planeshift.csv,mumble.csv,truevision.csv
aime.csv,0.48,0.17,0.17,0.35,0.45,0.79,0.22,0.12,0.37
bloodycore.csv,0.17,0.36,0.6,0.88,0.0,0.36,0.34,0.36,0.05
dvd-create.csv,0.96,0.81,0.8,0.78,0.64,0.43,0.69,0.92,0.89
dvt.csv,0.17,0.71,0.51,0.77,0.09,0.29,0.58,0.48,0.24
gbif-indexingtoolkit.csv,0.65,0.69,0.39,0.32,0.64,0.57,0.82,0.76,0.32
mumble.csv,1.0,0.57,0.71,0.99,0.64,1.0,0.97,0.76,0.74
planeshift.csv,0.83,0.74,0.61,0.78,0.82,0.86,0.7,0.88,0.84
truevision.csv,0.61,0.62,0.56,0.18,0.73,0.43,0.71,0.68,0.68
zorannt.csv,0.65,0.45,0.69,0.22,0.45,0.43,0.8,0.72,0.42
