,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,tcl.csv,decidr.csv,glas.csv
chipster.csv,0.51,0.51,0.44,0.47,0.88,0.01,0.82,0.33,0.15
decidr.csv,0.41,0.46,0.39,0.51,0.69,0.6,0.32,0.02,0.51
glas.csv,0.39,0.41,0.25,0.56,0.61,0.53,0.7,0.46,0.0
hatari.csv,0.41,0.41,0.03,0.71,0.5,0.4,0.78,0.52,0.11
ltp.csv,0.35,0.41,0.33,0.31,0.03,0.41,0.25,0.47,0.15
net-snmp.csv,0.0,0.45,0.14,0.33,0.42,0.4,0.32,0.53,0.42
opde.csv,0.53,0.46,0.53,0.0,0.36,0.44,0.32,0.48,0.16
powerfolder-.csv,0.0,0.0,0.03,0.09,0.14,0.2,0.2,0.05,0.02
tcl.csv,0.12,0.36,0.28,0.36,0.24,0.27,0.08,0.19,0.24
