,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,0.38,0.61,0.69,0.31,0.39,0.77,0.0,0.12,0.21,0.57,0.43,0.67
freedom-erp.csv,0.69,0.14,0.94,0.0,0.18,0.92,0.76,0.0,0.12,0.31,0.4,0.0
javaprofiler.csv,0.38,0.31,0.74,0.36,0.35,0.75,0.58,0.05,0.4,0.46,0.39,0.92
jmoney.csv,0.72,0.43,0.86,0.44,0.3,0.73,0.71,0.1,0.48,0.51,0.44,0.76
jsidplay2.csv,0.42,0.33,0.91,0.34,0.32,0.81,0.58,0.04,0.29,0.57,0.5,0.67
reaper3d.csv,0.47,0.57,0.82,0.37,0.39,0.79,0.63,0.15,0.27,0.44,0.4,0.75
servicestack.csv,0.0,0.0,0.0,0.57,0.29,1.0,0.0,0.0,0.6,0.0,0.0,1.0
springside.csv,0.23,0.38,0.71,0.55,0.26,0.73,0.67,0.09,0.35,0.47,0.35,0.79
swtfox.csv,0.1,0.3,0.68,0.37,0.62,0.72,0.5,0.06,0.28,0.4,0.52,0.71
synecdoche.csv,0.52,0.38,0.89,0.41,0.28,0.85,0.64,0.12,0.21,0.55,0.62,0.55
tmva.csv,0.33,0.4,0.75,0.45,0.34,0.87,0.58,0.08,0.27,0.54,0.53,0.67
wsmt.csv,0.57,0.5,1.0,0.38,0.2,0.75,0.6,0.0,0.17,0.87,0.2,0.76
