,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,0.44,0.24,0.95,0.8,0.82,0.17,0.0,0.29,0.89,0.8,0.37,0.89
freedom-erp.csv,0.12,0.24,0.05,0.0,0.22,0.02,0.33,0.0,0.48,0.3,0.72,0.0
javaprofiler.csv,0.51,0.65,0.45,0.77,0.51,0.53,1.0,0.41,0.2,0.47,0.7,0.14
jmoney.csv,0.17,0.59,0.4,0.42,0.75,0.42,0.34,0.43,0.24,0.8,0.56,0.17
jsidplay2.csv,0.61,0.76,0.25,0.61,0.92,0.45,0.99,0.53,0.8,0.87,0.33,0.89
reaper3d.csv,0.44,0.29,0.4,0.2,0.17,0.18,0.6,0.34,0.52,0.63,0.63,0.22
servicestack.csv,0.02,0.0,0.0,0.03,0.08,0.0,0.14,0.02,0.17,0.07,0.0,0.0
springside.csv,0.49,0.8,0.4,0.29,0.52,0.42,0.3,0.83,0.48,0.33,0.86,0.11
swtfox.csv,0.88,0.61,0.75,0.89,0.23,0.45,0.34,0.85,0.85,0.3,0.26,0.42
synecdoche.csv,0.34,0.63,0.25,0.2,0.71,0.23,0.76,0.3,0.57,0.67,0.26,0.5
tmva.csv,0.93,0.57,1.0,0.64,1.0,0.33,1.0,0.77,1.0,0.87,0.16,1.0
wsmt.csv,0.07,0.1,0.0,0.21,0.06,0.02,0.11,0.01,0.63,0.13,0.09,0.33
