,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,0.69,0.27,0.04,0.5,0.53,0.79,0.52,0.63,0.28,0.87,0.46
aztec.csv,0.82,0.24,0.5,0.44,0.74,0.6,0.42,0.75,0.67,0.98,0.45
bl-toolkit.csv,0.9,0.07,0.04,0.36,0.48,0.41,0.43,0.44,0.2,0.78,0.45
clamav.csv,0.74,0.06,0.04,0.64,0.48,0.66,0.4,0.6,0.23,0.82,0.48
fm-classic.csv,0.75,0.0,0.38,0.0,0.0,0.86,0.83,0.0,1.0,0.8,0.63
kml.csv,0.84,0.15,0.05,0.45,0.75,0.63,0.53,0.6,0.43,0.85,0.46
lufa-lib.csv,0.84,0.13,0.04,0.42,0.58,0.49,0.63,0.7,0.23,0.89,0.47
mplayer-ce.csv,0.74,0.04,0.04,0.45,0.62,0.62,0.48,0.52,0.33,0.88,0.6
qmmp.csv,0.82,0.08,0.09,0.5,0.66,0.56,0.48,0.8,0.5,0.88,0.46
xapian.csv,0.66,0.05,0.04,0.4,0.59,0.68,0.43,0.55,0.51,0.71,0.48
xtreemfs.csv,0.82,0.17,0.07,0.42,0.74,0.57,0.49,0.71,0.48,0.95,0.45
